DeltaPHI,Depth,Facies,Formation,GR,ILD_log10,NM_M,PE,PHIND,RELPOS,Well Name,train,smooth_PE,enc_formation,3PE,3GR
6.3,2827.0,2.0,A1 SH,73.327,0.489,1,2.88,20.35,0.111,STUART,0,3.102360000000001,0,0.9825997952917093,0.9846647598329507
4.9,2827.5,2.0,A1 SH,74.575,0.526,1,2.795,19.25,0.08900000000000001,STUART,0,3.091560000000001,0,0.9704861111111112,1.017019651697192
6.5,2828.0,2.0,A1 SH,70.536,0.5579999999999999,1,3.009,17.05,0.067,STUART,0,3.092640000000001,0,1.0765652951699463,0.9458397586322494
7.6,2828.5,2.0,A1 SH,62.93899999999999,0.528,1,3.073,18.8,0.044000000000000004,STUART,0,3.099000000000001,0,1.0212695247590562,0.892296132471362
10.9,2829.0,2.0,A1 SH,57.137,0.511,1,3.313,19.15,0.022000000000000002,STUART,0,3.117720000000001,0,1.078099576960625,0.9078155039006023
7.0,2829.5,8.0,A1 LM,47.345,0.584,2,3.5269999999999997,16.3,1.0,STUART,0,3.144640000000001,1,1.064594023543616,0.8286224337994644
6.4,2830.0,8.0,A1 LM,35.733000000000004,0.73,2,3.928,10.2,0.987,STUART,0,3.1823200000000007,1,1.113694357811171,0.7547365086070336
2.7,2830.5,8.0,A1 LM,29.326999999999998,0.873,2,4.33,7.85,0.9740000000000001,STUART,0,3.2360000000000007,1,1.1023421588594704,0.8207259396076454
1.4,2831.0,8.0,A1 LM,28.241999999999997,0.963,2,4.413,6.3,0.961,STUART,0,3.2926000000000006,1,1.0191685912240185,0.9630033757288505
1.8,2831.5,8.0,A1 LM,34.558,1.018,2,4.511,5.6,0.9470000000000001,STUART,0,3.3535200000000005,1,1.022207115341038,1.2236385525104456
1.8,2832.0,8.0,A1 LM,43.754,1.054,2,4.412,5.2,0.934,STUART,0,3.4088800000000004,1,0.9780536466415428,1.2661033624631055
1.5,2832.5,8.0,A1 LM,53.611999999999995,1.067,2,4.226,5.05,0.9209999999999999,STUART,0,3.4550000000000005,1,0.9578422484134179,1.2253051149609178
1.9,2833.0,6.0,A1 LM,60.718999999999994,1.0390000000000001,2,3.931,4.85,0.9079999999999999,STUART,0,3.4864000000000006,1,0.9301940369143398,1.1325636051630232
2.7,2833.5,6.0,A1 LM,66.538,0.94,2,3.7030000000000003,5.45,0.895,STUART,0,3.5063200000000005,1,0.9419994912236073,1.0958349116421549
4.0,2834.0,6.0,A1 LM,75.52199999999999,0.8009999999999999,2,3.5010000000000003,7.3,0.882,STUART,0,3.5162000000000004,1,0.9454496354307319,1.1350205897381946
6.5,2834.5,4.0,A1 LM,95.979,0.6920000000000001,2,3.346,9.55,0.868,STUART,0,3.5208400000000006,1,0.9557269351613824,1.2708747120044492
8.3,2835.0,4.0,A1 LM,130.26,0.644,2,3.242,11.15,0.855,STUART,0,3.521040000000001,1,0.9689181111775254,1.357171881349045
9.3,2835.5,4.0,A1 LM,160.167,0.643,2,3.2939999999999996,12.15,0.8420000000000001,STUART,0,3.522440000000001,1,1.0160394818013572,1.229594656840166
9.1,2836.0,4.0,A1 LM,176.528,0.6729999999999999,2,3.298,12.05,0.8290000000000001,STUART,0,3.522800000000001,1,1.0012143290831816,1.1021496313223074
8.9,2836.5,4.0,A1 LM,175.622,0.72,2,3.3489999999999998,12.15,0.816,STUART,0,3.521520000000001,1,1.0154639175257731,0.9948676697181185
7.6,2837.0,4.0,A1 LM,153.965,0.7559999999999999,2,3.31,11.9,0.8029999999999999,STUART,0,3.515840000000001,1,0.9883547327560467,0.876684014531209
7.2,2837.5,4.0,A1 LM,120.07600000000001,0.7659999999999999,2,3.365,12.2,0.789,STUART,0,3.514600000000001,1,1.0166163141993958,0.7798915337901472
7.1,2838.0,4.0,A1 LM,91.434,0.787,2,3.392,12.15,0.7759999999999999,STUART,0,3.5245200000000008,1,1.0080237741456166,0.7614677370998367
4.6,2838.5,6.0,A1 LM,69.312,0.8740000000000001,2,3.293,10.4,0.763,STUART,0,3.5348800000000007,1,0.9708136792452831,0.75805499048494
0.8,2839.0,6.0,A1 LM,54.828,1.0290000000000001,2,3.395,8.2,0.75,STUART,0,3.5534400000000006,1,1.0309747950197388,0.7910318559556787
0.3,2839.5,6.0,A1 LM,50.854,1.149,2,3.5,6.85,0.737,STUART,0,3.5782400000000005,1,1.0309278350515463,0.9275187860217406
1.0,2840.0,8.0,A1 LM,54.632,1.09,2,3.576,7.4,0.7240000000000001,STUART,0,3.6094800000000005,1,1.0217142857142858,1.074291107877453
4.1,2840.5,6.0,A1 LM,56.835,0.924,2,3.555,8.45,0.711,STUART,0,3.6313200000000005,1,0.9941275167785235,1.0403243520281154
7.1,2841.0,6.0,A1 LM,60.393,0.7879999999999999,2,3.591,10.05,0.6970000000000001,STUART,0,3.652040000000001,1,1.010126582278481,1.0626022697281605
8.1,2841.5,4.0,A1 LM,58.94,0.733,2,3.576,11.15,0.684,STUART,0,3.6625600000000005,1,0.9958228905597326,0.9759409203053333
6.1,2842.0,6.0,A1 LM,49.718999999999994,0.754,2,3.6689999999999996,10.75,0.6709999999999999,STUART,0,3.66824,1,1.0260067114093958,0.8435527655242618
3.5,2842.5,6.0,A1 LM,41.403999999999996,0.8190000000000001,2,3.872,9.55,0.6579999999999999,STUART,0,3.6660000000000004,1,1.0553284273644046,0.8327601118284761
1.6,2843.0,6.0,A1 LM,36.084,0.882,2,4.125,8.2,0.645,STUART,0,3.6578000000000004,1,1.0653409090909092,0.8715099990339099
0.1,2843.5,8.0,A1 LM,29.344,0.897,2,4.23,7.25,0.632,STUART,0,3.6504800000000004,1,1.0254545454545456,0.8132136126815208
-0.6,2844.0,8.0,A1 LM,24.072,0.841,2,4.302,6.8,0.618,STUART,0,3.642120000000001,1,1.0170212765957445,0.8203380588876772
-2.5,2844.5,8.0,A1 LM,22.62,0.733,2,4.348,7.65,0.605,STUART,0,3.639560000000001,1,1.0106927010692701,0.9396809571286142
-3.8,2845.0,8.0,A1 LM,22.408,0.597,2,4.29,9.5,0.5920000000000001,STUART,0,3.642120000000001,1,0.9866605335786569,0.9906277630415562
-2.7,2845.5,8.0,A1 LM,21.184,0.469,2,4.255,11.05,0.579,STUART,0,3.6550800000000008,1,0.9918414918414918,0.9453766511960014
-2.3,2846.0,8.0,A1 LM,21.796,0.375,2,4.213,13.35,0.5660000000000001,STUART,0,3.6754800000000007,1,0.9901292596944772,1.0288897280966767
-1.8,2846.5,8.0,A1 LM,23.925,0.314,2,4.363,15.1,0.5529999999999999,STUART,0,3.7099600000000006,1,1.0356040826014716,1.097678473114333
-1.3,2847.0,8.0,A1 LM,24.464000000000002,0.278,2,4.495,16.15,0.539,STUART,0,3.7559200000000006,1,1.0302544121017647,1.022528735632184
-1.9,2847.5,8.0,A1 LM,26.039,0.257,2,4.602,16.55,0.526,STUART,0,3.8103200000000004,1,1.0238042269187988,1.0643803139306736
-2.5,2848.0,8.0,A1 LM,27.491,0.247,2,4.544,16.45,0.513,STUART,0,3.86032,1,0.9873967840069533,1.0557625100810322
-2.4,2848.5,8.0,A1 LM,28.193,0.249,2,4.587,16.3,0.5,STUART,0,3.9118800000000005,1,1.009463028169014,1.025535629842494
-1.9,2849.0,8.0,A1 LM,28.634,0.265,2,4.678,16.15,0.48700000000000004,STUART,0,3.96504,1,1.0198386745149335,1.0156421806831482
-1.0,2849.5,8.0,A1 LM,29.809,0.299,2,4.8660000000000005,15.2,0.474,STUART,0,4.02728,1,1.04018811457888,1.0410351330586016
-1.5,2850.0,8.0,A1 LM,31.171999999999997,0.349,2,4.783,14.15,0.461,STUART,0,4.0840000000000005,1,0.9829428688861488,1.0457244456372234
-1.1,2850.5,6.0,A1 LM,33.448,0.418,2,4.688,12.65,0.447,STUART,0,4.135840000000001,1,0.9801379887100145,1.0730142435519057
-1.2,2851.0,8.0,A1 LM,33.514,0.503,2,4.628,11.3,0.434,STUART,0,4.189240000000001,1,0.9872013651877134,1.0019732121502034
-0.5,2851.5,6.0,A1 LM,35.146,0.593,2,4.387,10.05,0.42100000000000004,STUART,0,4.2289200000000005,1,0.9479256698357821,1.0486960673151517
-0.7,2852.0,6.0,A1 LM,35.953,0.6709999999999999,2,4.291,9.45,0.408,STUART,0,4.260560000000001,1,0.9781171643492138,1.0229613611790815
-0.6,2852.5,6.0,A1 LM,35.178000000000004,0.7290000000000001,2,4.178,9.0,0.395,STUART,0,4.2846400000000004,1,0.9736658121649964,0.9784440797708119
0.1,2853.0,6.0,A1 LM,36.109,0.773,2,4.203,8.35,0.382,STUART,0,4.310560000000001,1,1.0059837242699858,1.026465404514185
1.3,2853.5,6.0,A1 LM,38.769,0.82,2,4.262,7.55,0.368,STUART,0,4.337400000000001,1,1.0140375921960503,1.073665845080174
1.3,2854.0,6.0,A1 LM,39.510999999999996,0.873,2,4.387,7.05,0.355,STUART,0,4.369840000000001,1,1.0293289535429375,1.0191390028115246
2.6,2854.5,6.0,A1 LM,40.523,0.927,2,4.006,6.5,0.342,STUART,0,4.383320000000001,1,0.9131524960109415,1.0256131203968517
2.8,2855.0,6.0,A1 LM,42.693999999999996,0.9640000000000001,2,3.718,6.8,0.32899999999999996,STUART,0,4.377160000000001,1,0.928107838242636,1.0535745132393948
3.0,2855.5,6.0,A1 LM,45.297,0.9590000000000001,2,3.594,7.3,0.316,STUART,0,4.355920000000001,1,0.9666487358795051,1.060968754391718
3.8,2856.0,6.0,A1 LM,48.145,0.915,2,3.46,8.2,0.303,STUART,0,4.325120000000001,1,0.9627156371730663,1.0628739210102216
5.9,2856.5,6.0,A1 LM,51.041000000000004,0.862,2,3.333,8.75,0.289,STUART,0,4.286360000000001,1,0.9632947976878613,1.0601516252985772
7.4,2857.0,6.0,A1 LM,56.125,0.825,2,3.3360000000000003,9.3,0.276,STUART,0,4.2458800000000005,1,1.000900090009001,1.0996061989381085
6.4,2857.5,6.0,A1 LM,62.205,0.807,2,3.362,9.9,0.263,STUART,0,4.208760000000001,1,1.0077937649880095,1.1083296213808462
4.7,2858.0,4.0,A1 LM,64.865,0.794,2,3.2439999999999998,10.25,0.25,STUART,0,4.1683200000000005,1,0.9649018441403925,1.0427618358652841
4.1,2858.5,6.0,A1 LM,68.186,0.7709999999999999,2,3.174,10.25,0.237,STUART,0,4.126760000000001,1,0.9784217016029594,1.05119864333616
4.1,2859.0,4.0,A1 LM,72.421,0.743,2,3.174,10.55,0.22399999999999998,STUART,0,4.079200000000001,1,1.0,1.0621095239491978
4.5,2859.5,4.0,A1 LM,74.322,0.73,2,3.187,10.65,0.21100000000000002,STUART,0,4.026880000000001,1,1.0040957781978577,1.0262492923323345
4.1,2860.0,4.0,A1 LM,72.543,0.748,2,3.359,10.35,0.19699999999999998,STUART,0,3.9771600000000005,1,1.0539692500784437,0.9760636150803262
3.5,2860.5,4.0,A1 LM,65.672,0.8140000000000001,2,3.6180000000000003,9.05,0.184,STUART,0,3.9401200000000007,1,1.077106281631438,0.9052837627338267
1.7,2861.0,6.0,A1 LM,57.153,0.951,2,3.9019999999999997,6.75,0.171,STUART,0,3.9127200000000006,1,1.0784964068546157,0.8702795712023389
0.1,2861.5,6.0,A1 LM,46.056000000000004,1.148,2,4.221,4.55,0.158,STUART,0,3.894440000000001,1,1.0817529472065608,0.8058369639389009
0.0,2862.0,6.0,A1 LM,37.961,1.324,2,4.561,3.3,0.145,STUART,0,3.8822400000000012,1,1.0805496327884387,0.8242357130449885
-0.2,2862.5,6.0,A1 LM,33.579,1.402,2,4.7989999999999995,2.8,0.132,STUART,0,3.8828800000000006,1,1.0521815391361542,0.8845657385211139
-0.4,2863.0,6.0,A1 LM,31.212,1.439,2,4.874,2.7,0.11800000000000001,STUART,0,3.8903200000000004,1,1.0156282558866432,0.9295095148753685
-0.5,2863.5,6.0,A1 LM,30.176,1.486,2,4.787,2.55,0.105,STUART,0,3.896680000000001,1,0.9821501846532622,0.9668076380879148
-0.7,2864.0,6.0,A1 LM,29.858,1.507,2,4.622,2.75,0.092,STUART,0,3.9060800000000007,1,0.9655316482139127,0.9894618239660659
-0.6,2864.5,6.0,A1 LM,29.923000000000002,1.433,2,4.375,3.3,0.079,STUART,0,3.909440000000001,1,0.9465599307659023,1.002176970996048
0.0,2865.0,8.0,A1 LM,34.428000000000004,1.2790000000000001,2,4.115,4.0,0.066,STUART,0,3.906920000000001,1,0.9405714285714286,1.1505530862547206
0.8,2865.5,8.0,A1 LM,39.935,1.1340000000000001,2,3.9789999999999996,4.6,0.053,STUART,0,3.8979600000000003,1,0.9669501822600242,1.1599570117346345
0.8,2866.0,8.0,A1 LM,39.935,1.1340000000000001,2,3.9789999999999996,4.6,0.053,STUART,0,3.8866400000000003,1,1.0,1.0
1.3,2866.5,8.0,A1 LM,46.823,1.05,2,3.727,5.15,0.039,STUART,0,3.8602400000000006,1,0.93666750439809,1.1724802804557406
2.0,2867.0,8.0,A1 LM,57.968999999999994,1.01,2,3.537,5.2,0.026000000000000002,STUART,0,3.8414800000000007,1,0.9490206600482962,1.2380454050359864
2.3,2867.5,8.0,A1 LM,71.24600000000001,0.9540000000000001,2,3.4819999999999998,5.65,0.013000000000000001,STUART,0,3.8320400000000006,1,0.9844500989539157,1.2290362090082634
3.2,2868.0,3.0,B1 SH,82.54799999999999,0.843,1,3.532,7.2,1.0,STUART,0,3.8295600000000007,2,1.0143595634692706,1.1586334671420147
4.9,2868.5,3.0,B1 SH,92.119,0.718,1,3.484,8.95,0.968,STUART,0,3.830520000000001,2,0.986409966024915,1.1159446624993945
7.0,2869.0,3.0,B1 SH,93.564,0.635,1,3.4019999999999997,11.1,0.935,STUART,0,3.8332800000000007,2,0.9764638346727899,1.0156862319391222
9.0,2869.5,3.0,B1 SH,86.26,0.615,1,3.486,11.9,0.903,STUART,0,3.839280000000001,2,1.0246913580246915,0.9219357872686077
9.5,2870.0,3.0,B1 SH,77.097,0.637,1,3.56,11.25,0.871,STUART,0,3.8472000000000013,2,1.02122776821572,0.8937746348249477
9.2,2870.5,3.0,B1 SH,67.68,0.6509999999999999,1,3.4730000000000003,10.7,0.8390000000000001,STUART,0,3.8563600000000013,2,0.975561797752809,0.8778551694618469
8.5,2871.0,2.0,B1 SH,64.04899999999999,0.639,1,3.4010000000000002,10.65,0.8059999999999999,STUART,0,3.865440000000001,2,0.9792686438237834,0.9463504728132386
7.5,2871.5,2.0,B1 SH,67.566,0.621,1,3.307,11.45,0.774,STUART,0,3.8707600000000006,2,0.9723610702734489,1.0549110837015412
7.1,2872.0,2.0,B1 SH,69.72800000000001,0.604,1,3.28,12.45,0.742,STUART,0,3.874480000000001,2,0.9918355004535833,1.0319983423615429
8.3,2872.5,2.0,B1 SH,67.96600000000001,0.5820000000000001,1,3.253,13.45,0.71,STUART,0,3.8702400000000012,2,0.9917682926829269,0.9747303809086737
9.6,2873.0,2.0,B1 SH,65.803,0.565,1,3.284,13.5,0.677,STUART,0,3.8568800000000016,2,1.0095296649246848,0.9681752641026394
10.1,2873.5,2.0,B1 SH,62.351000000000006,0.575,1,3.405,11.85,0.645,STUART,0,3.8370000000000015,2,1.0368453105968332,0.9475403856967008
10.1,2874.0,2.0,B1 SH,59.512,0.621,1,3.5039999999999996,9.65,0.613,STUART,0,3.8083200000000015,2,1.0290748898678412,0.9544674504017577
9.9,2874.5,2.0,B1 SH,61.176,0.691,1,3.5869999999999997,8.15,0.581,STUART,0,3.7693600000000016,2,1.0236872146118723,1.0279607474122867
9.6,2875.0,2.0,B1 SH,65.75399999999999,0.7509999999999999,1,3.605,7.7,0.5479999999999999,STUART,0,3.721600000000002,2,1.005018120992473,1.0748332679482149
9.0,2875.5,2.0,B1 SH,66.66,0.768,1,3.505,8.2,0.516,STUART,0,3.666840000000002,2,0.9722607489597781,1.0137786294369926
8.0,2876.0,2.0,B1 SH,64.604,0.742,1,3.411,8.9,0.484,STUART,0,3.611800000000002,2,0.9731811697574894,0.9691569156915691
7.0,2876.5,2.0,B1 SH,61.699,0.696,1,3.319,9.2,0.452,STUART,0,3.559680000000002,2,0.9730284374083846,0.9550337440406167
5.6,2877.0,2.0,B1 SH,58.353,0.657,1,3.265,9.3,0.419,STUART,0,3.515280000000002,2,0.9837300391684243,0.9457689751859836
4.2,2877.5,2.0,B1 SH,55.928999999999995,0.64,1,3.167,9.2,0.387,STUART,0,3.4773600000000022,2,0.9699846860643184,0.9584597192946377
4.0,2878.0,1.0,B1 SH,57.413999999999994,0.64,1,3.181,9.1,0.355,STUART,0,3.4454400000000023,2,1.0044205873065994,1.0265515206780025
3.8,2878.5,2.0,B1 SH,60.393,0.64,1,3.133,9.3,0.32299999999999995,STUART,0,3.4116000000000017,2,0.9849104055328513,1.0518862995088307
4.2,2879.0,2.0,B1 SH,65.90100000000001,0.636,1,3.1630000000000003,9.9,0.29,STUART,0,3.389040000000002,2,1.0095754867539102,1.0912026228205258
5.8,2879.5,2.0,B1 SH,71.385,0.635,1,3.1310000000000002,10.8,0.258,STUART,0,3.3728000000000016,2,0.989883022447044,1.0832157326899439
4.9,2880.0,2.0,B1 SH,75.816,0.625,1,2.997,13.55,0.226,STUART,0,3.3534000000000015,2,0.9572021718300862,1.0620718638369404
5.6,2880.5,2.0,B1 SH,75.334,0.5870000000000001,1,2.938,15.9,0.19399999999999998,STUART,0,3.3296400000000017,2,0.9803136469803138,0.9936425029017621
4.8,2881.0,3.0,B1 SH,72.69,0.5579999999999999,1,2.969,18.5,0.129,STUART,0,3.3090400000000018,2,1.0105513955071477,0.9649029654604826
6.9,2881.5,3.0,B1 SH,68.635,0.5579999999999999,1,3.1039999999999996,19.45,0.09699999999999999,STUART,0,3.2971200000000014,2,1.045469855170091,0.9442151602696383
7.5,2882.0,3.0,B1 SH,60.695,0.52,1,3.147,21.25,0.065,STUART,0,3.283560000000002,2,1.0138530927835052,0.8843155824287899
5.6,2882.5,2.0,B1 SH,51.645,0.501,1,3.3539999999999996,18.1,0.032,STUART,0,3.2753200000000016,2,1.065776930409914,0.8508938133289399
7.0,2883.0,8.0,B1 LM,41.918,0.5479999999999999,2,3.764,10.9,1.0,STUART,0,3.2869600000000014,3,1.1222420989862851,0.8116565011133701
7.7,2883.5,8.0,B1 LM,32.991,0.633,2,4.109,6.35,0.968,STUART,0,3.3152800000000013,3,1.0916578108395325,0.7870365952574073
5.0,2884.0,8.0,B1 LM,28.258000000000003,0.705,2,4.154,6.1,0.935,STUART,0,3.3491600000000012,3,1.010951569724994,0.8565366312024493
4.1,2884.5,8.0,B1 LM,26.635,0.769,2,4.321000000000001,5.35,0.903,STUART,0,3.390800000000001,3,1.0402022147327878,0.9425649373628706
3.6,2885.0,8.0,B1 LM,25.541,0.847,2,4.476,4.8,0.871,STUART,0,3.4397200000000008,3,1.0358713260819252,0.9589262248920593
2.3,2885.5,8.0,B1 LM,23.795,0.948,2,4.565,4.45,0.8390000000000001,STUART,0,3.4909600000000007,3,1.0198838248436104,0.9316393250068518
2.2,2886.0,8.0,B1 LM,20.719,1.061,2,4.615,3.5,0.8059999999999999,STUART,0,3.5393600000000003,3,1.0109529025191675,0.8707291447783148
2.4,2886.5,8.0,B1 LM,18.499000000000002,1.139,2,4.696000000000001,3.2,0.774,STUART,0,3.58704,3,1.0175514626218853,0.892851971620252
1.5,2887.0,8.0,B1 LM,19.445999999999998,1.1179999999999999,2,4.668,4.65,0.742,STUART,0,3.6302800000000004,3,0.994037478705281,1.0511919563219632
1.0,2887.5,8.0,B1 LM,21.388,1.0190000000000001,2,4.579,7.1,0.71,STUART,0,3.66924,3,0.9809340188517566,1.099866296410573
1.2,2888.0,8.0,B1 LM,24.178,0.9079999999999999,2,4.292,9.2,0.677,STUART,0,3.70072,3,0.9373225595108102,1.1304469796147372
0.0,2888.5,8.0,B1 LM,27.638,0.812,2,4.046,11.1,0.645,STUART,0,3.7261200000000003,3,0.9426840633737187,1.1431053023409712
0.9,2889.0,8.0,B1 LM,31.669,0.7240000000000001,2,3.822,11.45,0.613,STUART,0,3.7462400000000002,3,0.944636678200692,1.1458499167812433
3.4,2889.5,7.0,B1 LM,39.389,0.627,2,3.6289999999999996,11.2,0.581,STUART,0,3.7608000000000006,3,0.9495028780743066,1.2437715115728316
6.4,2890.0,7.0,B1 LM,49.385,0.535,2,3.517,11.5,0.5479999999999999,STUART,0,3.7748000000000004,3,0.9691375034444751,1.253776435045317
9.0,2890.5,7.0,B1 LM,58.516000000000005,0.488,2,3.4739999999999998,11.4,0.516,STUART,0,3.7865200000000003,3,0.9877736707421098,1.1848941986433128
9.2,2891.0,7.0,B1 LM,66.619,0.511,2,3.613,10.8,0.484,STUART,0,3.8057200000000004,3,1.0400115141047783,1.1384749470230364
6.4,2891.5,7.0,B1 LM,67.296,0.602,2,3.862,9.5,0.452,STUART,0,3.8336800000000006,3,1.0689177968447274,1.0101622660202045
3.7,2892.0,6.0,B1 LM,57.798,0.745,2,4.052,8.25,0.419,STUART,0,3.8705200000000004,3,1.0491973070947693,0.8588623395149786
1.1,2892.5,6.0,B1 LM,48.169,0.912,2,4.2410000000000005,7.45,0.387,STUART,0,3.92028,3,1.046643632773939,0.8334025398802726
0.4,2893.0,6.0,B1 LM,41.437,1.045,2,4.476,6.3,0.355,STUART,0,3.9818000000000002,3,1.0554114595614241,0.8602420643982644
0.1,2893.5,6.0,B1 LM,39.348,1.117,2,4.712,5.35,0.32299999999999995,STUART,0,4.05152,3,1.0527256478999105,0.9495861186861984
1.0,2894.0,6.0,B1 LM,49.312,1.1440000000000001,2,4.56,4.5,0.29,STUART,0,4.1097600000000005,3,0.9677419354838709,1.2532276100437125
