,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,rollavg_PE,grad_PE,rollavg_GR,grad_GR,rollavg_PHIND,grad_PHIND,rollavg_ILD_log10,grad_ILD_log10,rollavg_DeltaPHI,grad_DeltaPHI,Facies
10,A1 SH,STUART,2813.0,79.063,0.6509999999999999,7.3,12.05,3.147,1,0.778,3.1098,0.020000000000000018,79.9251,-4.096999999999994,12.655000000000001,-0.8999999999999986,0.6336,0.008999999999999897,7.510000000000001,0.0,2
11,A1 SH,STUART,2813.5,69.002,0.677,6.2,10.8,3.096,1,0.7559999999999999,3.0853,-0.05099999999999971,79.1001,-10.061000000000007,12.540000000000003,-1.25,0.6428,0.026000000000000134,7.480000000000001,-1.0999999999999996,2
12,A1 SH,STUART,2814.0,63.983000000000004,0.69,4.4,9.7,3.103,1,0.733,3.0892000000000004,0.007000000000000117,77.20849999999999,-5.018999999999991,12.150000000000002,-1.1000000000000014,0.6552,0.0129999999999999,6.980000000000001,-1.7999999999999998,2
13,A1 SH,STUART,2814.5,61.797,0.675,3.5,9.15,3.1010000000000004,1,0.711,3.1016000000000004,-0.0019999999999997797,75.32109999999999,-2.186000000000007,11.740000000000004,-0.5499999999999989,0.6634,-0.014999999999999902,6.380000000000001,-0.9000000000000004,2
14,A1 SH,STUART,2815.0,61.372,0.6459999999999999,2.8,9.3,3.065,1,0.6890000000000001,3.1061000000000005,-0.036000000000000476,73.86119999999998,-0.42499999999999716,11.435000000000004,0.15000000000000036,0.6642,-0.029000000000000137,5.790000000000001,-0.7000000000000002,2
15,A1 SH,STUART,2815.5,63.535,0.621,2.8,9.8,2.9819999999999998,1,0.667,3.095700000000001,-0.08300000000000018,72.81919999999998,2.1629999999999967,11.190000000000003,0.5,0.6596,-0.02499999999999991,5.380000000000001,0.0,2
16,A1 SH,STUART,2816.0,65.126,0.6,3.3,10.55,2.9139999999999997,1,0.644,3.077900000000001,-0.06800000000000006,71.53559999999997,1.5910000000000082,11.000000000000004,0.75,0.6521999999999999,-0.02100000000000002,5.0600000000000005,0.5,2
17,A1 SH,STUART,2816.5,75.93,0.5760000000000001,3.4,11.9,2.845,1,0.6,3.050100000000001,-0.0689999999999995,70.73919999999998,10.804000000000002,10.925000000000002,1.3499999999999996,0.6430999999999999,-0.02399999999999991,4.7700000000000005,0.10000000000000009,2
18,A1 SH,STUART,2817.0,85.07700000000001,0.584,4.4,12.9,2.8539999999999996,1,0.578,3.023400000000001,0.008999999999999453,70.80449999999999,9.147000000000006,10.910000000000004,1.0,0.6361999999999999,0.007999999999999896,4.54,1.0000000000000004,2
19,A1 SH,STUART,2817.5,89.459,0.598,6.6,13.5,2.986,1,0.556,3.0093000000000005,0.13200000000000056,71.4344,4.381999999999991,10.965000000000003,0.5999999999999996,0.6317999999999998,0.014000000000000012,4.470000000000001,2.1999999999999993,2
20,A1 SH,STUART,2818.0,88.619,0.61,7.2,14.8,2.988,1,0.5329999999999999,2.993400000000001,0.0019999999999997797,72.39,-0.8400000000000034,11.240000000000004,1.3000000000000007,0.6276999999999998,0.01200000000000001,4.460000000000001,0.6000000000000005,2
21,A1 SH,STUART,2818.5,81.593,0.636,6.4,13.9,2.998,1,0.511,2.983600000000001,0.010000000000000231,73.6491,-7.025999999999996,11.550000000000004,-0.9000000000000004,0.6235999999999999,0.026000000000000023,4.48,-0.7999999999999998,2
22,A1 SH,STUART,2819.0,66.595,0.7020000000000001,2.8,11.4,2.988,1,0.489,2.972100000000001,-0.010000000000000231,73.9103,-14.998000000000005,11.720000000000004,-2.5,0.6247999999999999,0.06600000000000006,4.32,-3.6000000000000005,2
23,A1 SH,STUART,2819.5,55.081,0.789,2.7,8.15,3.028,1,0.467,2.964800000000001,0.040000000000000036,73.23870000000001,-11.513999999999996,11.620000000000005,-3.25,0.6361999999999999,0.08699999999999997,4.24,-0.09999999999999964,2
24,A1 SH,STUART,2820.0,48.111999999999995,0.84,1.0,7.5,3.073,1,0.444,2.965600000000001,0.04499999999999993,71.9127,-6.969000000000008,11.440000000000005,-0.6500000000000004,0.6556,0.050999999999999934,4.0600000000000005,-1.7000000000000002,2
25,A1 SH,STUART,2820.5,43.73,0.846,0.4,7.1,3.1460000000000004,1,0.42200000000000004,2.9820000000000007,0.0730000000000004,69.93220000000001,-4.381999999999998,11.170000000000005,-0.40000000000000036,0.6780999999999999,0.006000000000000005,3.820000000000001,-0.6,2
26,A1 SH,STUART,2821.0,44.097,0.84,0.7,6.65,3.205,1,0.4,3.0111000000000003,0.05899999999999972,67.82930000000002,0.36700000000000443,10.780000000000005,-0.4499999999999993,0.7021,-0.006000000000000005,3.5600000000000014,0.29999999999999993,2
27,A1 SH,STUART,2821.5,46.839,0.8420000000000001,0.8,6.6,3.2539999999999996,1,0.37799999999999995,3.0520000000000005,0.04899999999999949,64.9202,2.7419999999999973,10.250000000000004,-0.05000000000000071,0.7286999999999999,0.002000000000000113,3.3000000000000016,0.10000000000000009,2
28,A1 SH,STUART,2822.0,50.348,0.843,1.1,6.75,3.23,1,0.35600000000000004,3.0896,-0.023999999999999577,61.4473,3.5090000000000003,9.635000000000003,0.15000000000000036,0.7545999999999999,0.0009999999999998899,2.9700000000000015,0.30000000000000004,2
29,A1 SH,STUART,2822.5,57.129,0.8220000000000001,2.2,7.3,3.237,1,0.33299999999999996,3.1147,0.007000000000000117,58.2143,6.780999999999999,9.015000000000004,0.5499999999999998,0.7769999999999999,-0.020999999999999908,2.530000000000002,1.1,2
30,A1 SH,STUART,2823.0,64.465,0.777,4.4,8.4,3.259,1,0.311,3.1418,0.021999999999999797,55.7989,7.336000000000006,8.375000000000004,1.1000000000000005,0.7936999999999999,-0.04500000000000004,2.2500000000000018,2.2,2
31,A1 SH,STUART,2823.5,70.267,0.7290000000000001,7.1,9.85,3.2889999999999997,1,0.289,3.1709,0.029999999999999805,54.666300000000014,5.8019999999999925,7.970000000000003,1.4499999999999993,0.8029999999999999,-0.04799999999999993,2.3200000000000016,2.6999999999999993,2
32,A1 SH,STUART,2824.0,76.566,0.664,10.7,11.55,3.3810000000000002,1,0.244,3.2102000000000004,0.09200000000000053,55.66340000000001,6.299000000000007,7.985000000000002,1.700000000000001,0.7991999999999999,-0.06500000000000006,3.110000000000002,3.5999999999999996,2
33,A1 SH,STUART,2824.5,76.778,0.643,10.7,12.25,3.452,1,0.222,3.2526,0.07099999999999973,57.833100000000016,0.2120000000000033,8.395000000000001,0.6999999999999993,0.7846,-0.02100000000000002,3.9100000000000015,0.0,2
34,A1 SH,STUART,2825.0,73.971,0.632,9.7,12.55,3.3960000000000004,1,0.2,3.2849000000000004,-0.055999999999999606,60.41900000000002,-2.807000000000002,8.900000000000002,0.3000000000000007,0.7638,-0.01100000000000001,4.780000000000001,-1.0,2
35,A1 SH,STUART,2825.5,74.314,0.622,8.8,13.1,3.1439999999999997,1,0.17800000000000002,3.2847,-0.25200000000000067,63.47740000000001,0.3429999999999893,9.500000000000002,0.5499999999999989,0.7414,-0.010000000000000009,5.620000000000001,-0.8999999999999986,2
36,A1 SH,STUART,2826.0,77.031,0.583,4.8,16.2,3.034,1,0.156,3.2676000000000003,-0.10999999999999988,66.77080000000001,2.717000000000013,10.455000000000002,3.0999999999999996,0.7157,-0.039000000000000035,6.03,-4.000000000000001,2
37,A1 SH,STUART,2826.5,74.469,0.517,4.8,19.2,2.931,1,0.133,3.2353,-0.10299999999999976,69.53380000000001,-2.562000000000012,11.715000000000002,3.0,0.6832,-0.06599999999999995,6.4300000000000015,0.0,2
38,A1 SH,STUART,2827.0,73.327,0.489,6.3,20.35,2.88,1,0.111,3.200300000000001,-0.051000000000000156,71.83170000000003,-1.141999999999996,13.075000000000003,1.1500000000000021,0.6478,-0.028000000000000025,6.950000000000001,1.5,2
39,A1 SH,STUART,2827.5,74.575,0.526,4.9,19.25,2.795,1,0.08900000000000001,3.156100000000001,-0.08499999999999996,73.57630000000003,1.2480000000000047,14.270000000000001,-1.1000000000000014,0.6182000000000001,0.03700000000000003,7.2200000000000015,-1.3999999999999995,2
40,A1 SH,STUART,2828.0,70.536,0.5579999999999999,6.5,17.05,3.009,1,0.067,3.131100000000001,0.21399999999999997,74.18340000000002,-4.0390000000000015,15.135000000000002,-2.1999999999999993,0.5963,0.03199999999999992,7.4300000000000015,1.5999999999999996,2
41,A1 SH,STUART,2828.5,62.93899999999999,0.528,7.6,18.8,3.073,1,0.044000000000000004,3.1095000000000006,0.06400000000000006,73.45060000000001,-7.597000000000008,16.030000000000005,1.75,0.5761999999999999,-0.029999999999999916,7.480000000000001,1.0999999999999996,2
42,A1 SH,STUART,2829.0,57.137,0.511,10.9,19.15,3.313,1,0.022000000000000002,3.102700000000001,0.2400000000000002,71.5077,-5.8019999999999925,16.790000000000003,0.34999999999999787,0.5609,-0.017000000000000015,7.500000000000002,3.3000000000000007,2
43,A1 LM,STUART,2829.5,47.345,0.584,7.0,16.3,3.5269999999999997,2,1.0,3.110200000000001,0.21399999999999952,68.5644,-9.792000000000002,17.195000000000004,-2.849999999999998,0.5549999999999999,0.07299999999999995,7.130000000000001,-3.9000000000000004,8
44,A1 LM,STUART,2830.0,35.733000000000004,0.73,6.4,10.2,3.928,2,0.987,3.1634000000000007,0.40100000000000025,64.7406,-11.611999999999995,16.96,-6.100000000000001,0.5648,0.14600000000000002,6.800000000000002,-0.5999999999999996,8
45,A1 LM,STUART,2830.5,29.326999999999998,0.873,2.7,7.85,4.33,2,0.9740000000000001,3.282000000000001,0.40200000000000014,60.2419,-6.406000000000006,16.435000000000002,-2.3499999999999996,0.5899,0.14300000000000002,6.190000000000002,-3.7,8
46,A1 LM,STUART,2831.0,28.241999999999997,0.963,1.4,6.3,4.413,2,0.961,3.4199000000000006,0.08300000000000018,55.362999999999985,-1.0850000000000009,15.445000000000004,-1.5499999999999998,0.6279,0.08999999999999997,5.850000000000002,-1.3000000000000003,8
47,A1 LM,STUART,2831.5,34.558,1.018,1.8,5.6,4.511,2,0.9470000000000001,3.577900000000001,0.09799999999999986,51.37189999999998,6.3160000000000025,14.085000000000004,-0.7000000000000002,0.6779999999999999,0.05500000000000005,5.5500000000000025,0.40000000000000013,8
48,A1 LM,STUART,2832.0,43.754,1.054,1.8,5.2,4.412,2,0.934,3.7311000000000005,-0.0990000000000002,48.414599999999986,9.195999999999998,12.570000000000004,-0.39999999999999947,0.7344999999999999,0.03600000000000003,5.100000000000002,0.0,6
49,A1 LM,STUART,2832.5,53.611999999999995,1.067,1.5,5.05,4.226,2,0.9209999999999999,3.8742000000000005,-0.18599999999999994,46.31829999999998,9.857999999999997,11.150000000000006,-0.15000000000000036,0.7886,0.0129999999999999,4.7600000000000025,-0.30000000000000004,6
50,A1 LM,STUART,2833.0,60.718999999999994,1.0390000000000001,1.9,4.85,3.931,2,0.9079999999999999,3.9664,-0.29499999999999993,45.33659999999998,7.106999999999999,9.930000000000005,-0.20000000000000018,0.8366999999999999,-0.027999999999999803,4.3000000000000025,0.3999999999999999,6
51,A1 LM,STUART,2833.5,66.538,0.94,2.7,5.45,3.7030000000000003,2,0.895,4.029400000000001,-0.22799999999999976,45.69649999999998,5.819000000000003,8.595000000000006,0.6000000000000005,0.8778999999999998,-0.0990000000000002,3.8100000000000023,0.8000000000000003,6
52,A1 LM,STUART,2834.0,75.52199999999999,0.8009999999999999,4.0,7.3,3.5010000000000003,2,0.882,4.0482,-0.20199999999999996,47.53499999999998,8.983999999999995,7.4100000000000055,1.8499999999999996,0.9068999999999999,-0.139,3.1200000000000023,1.2999999999999998,6
53,A1 LM,STUART,2834.5,95.979,0.6920000000000001,6.5,9.55,3.346,2,0.868,4.0301,-0.15500000000000025,52.39839999999998,20.457000000000008,6.735000000000005,2.250000000000001,0.9177,-0.10899999999999987,3.0700000000000025,2.5,5
54,A1 LM,STUART,2835.0,130.26,0.644,8.3,11.15,3.242,2,0.855,3.9615,-0.10400000000000009,61.851099999999974,34.28099999999999,6.830000000000005,1.5999999999999996,0.9090999999999999,-0.04800000000000004,3.260000000000003,1.8000000000000007,4
55,A1 LM,STUART,2835.5,160.167,0.643,9.3,12.15,3.2939999999999996,2,0.8420000000000001,3.8579,0.0519999999999996,74.93509999999998,29.90700000000001,7.260000000000007,1.0,0.8861000000000001,-0.0010000000000000009,3.920000000000003,1.0,4
56,A1 LM,STUART,2836.0,176.528,0.6729999999999999,9.1,12.05,3.298,2,0.8290000000000001,3.7464,0.004000000000000448,89.76369999999999,16.36099999999999,7.835000000000006,-0.09999999999999964,0.8571000000000002,0.029999999999999916,4.690000000000003,-0.20000000000000107,4
57,A1 LM,STUART,2836.5,175.622,0.72,8.9,12.15,3.3489999999999998,2,0.816,3.6301999999999994,0.05099999999999971,103.87009999999998,-0.9059999999999775,8.490000000000007,0.09999999999999964,0.8273000000000001,0.04700000000000004,5.400000000000004,-0.1999999999999993,4
58,A1 LM,STUART,2837.0,153.965,0.7559999999999999,7.6,11.9,3.31,2,0.8029999999999999,3.5199999999999996,-0.0389999999999997,114.89119999999998,-21.65700000000001,9.160000000000007,-0.25,0.7975000000000001,0.03599999999999992,5.980000000000004,-1.3000000000000007,4
59,A1 LM,STUART,2837.5,120.07600000000001,0.7659999999999999,7.2,12.2,3.365,2,0.789,3.4339,0.05500000000000016,121.53759999999997,-33.888999999999996,9.875000000000009,0.29999999999999893,0.7674000000000001,0.010000000000000009,6.550000000000004,-0.39999999999999947,4
60,A1 LM,STUART,2838.0,91.434,0.787,7.1,12.15,3.392,2,0.7759999999999999,3.3800000000000003,0.02699999999999969,124.60909999999997,-28.64200000000001,10.60500000000001,-0.049999999999998934,0.7422000000000002,0.02100000000000013,7.070000000000003,-0.10000000000000053,4
61,A1 LM,STUART,2838.5,69.312,0.8740000000000001,4.6,10.4,3.293,2,0.763,3.339,-0.09899999999999975,124.88649999999996,-22.122,11.10000000000001,-1.75,0.7356000000000004,0.08700000000000008,7.2600000000000025,-2.5,8
62,A1 LM,STUART,2839.0,54.828,1.0290000000000001,0.8,8.2,3.395,2,0.75,3.3284000000000007,0.10199999999999987,122.81709999999995,-14.483999999999995,11.19000000000001,-2.200000000000001,0.7584000000000003,0.15500000000000003,6.940000000000002,-3.8,8
63,A1 LM,STUART,2839.5,50.854,1.149,0.3,6.85,3.5,2,0.737,3.3438000000000003,0.10499999999999998,118.30459999999997,-3.9740000000000038,10.92000000000001,-1.3499999999999996,0.8041000000000004,0.11999999999999988,6.320000000000002,-0.5,8
64,A1 LM,STUART,2840.0,54.632,1.09,1.0,7.4,3.576,2,0.7240000000000001,3.3772000000000006,0.07600000000000007,110.74179999999997,3.7779999999999987,10.54500000000001,0.5500000000000007,0.8487000000000003,-0.05899999999999994,5.590000000000002,0.7,8
65,A1 LM,STUART,2840.5,56.835,0.924,4.1,8.45,3.555,2,0.711,3.4033000000000007,-0.020999999999999908,100.40859999999996,2.203000000000003,10.17500000000001,1.049999999999999,0.8768000000000002,-0.16600000000000004,5.070000000000002,3.0999999999999996,8
66,A1 LM,STUART,2841.0,60.393,0.7879999999999999,7.1,10.05,3.591,2,0.6970000000000001,3.4326000000000008,0.03600000000000003,88.79509999999996,3.558,9.97500000000001,1.6000000000000014,0.8883000000000003,-0.13600000000000012,4.870000000000002,3.0,8
67,A1 LM,STUART,2841.5,58.94,0.733,8.1,11.15,3.576,2,0.684,3.455300000000001,-0.015000000000000124,77.12689999999995,-1.453000000000003,9.87500000000001,1.0999999999999996,0.8896000000000003,-0.05499999999999994,4.790000000000002,1.0,8
68,A1 LM,STUART,2842.0,49.718999999999994,0.754,6.1,10.75,3.6689999999999996,2,0.6709999999999999,3.4912000000000005,0.09299999999999953,66.70229999999995,-9.221000000000004,9.760000000000009,-0.40000000000000036,0.8894000000000002,0.02100000000000002,4.640000000000002,-2.0,8
69,A1 LM,STUART,2842.5,41.403999999999996,0.8190000000000001,3.5,9.55,3.872,2,0.6579999999999999,3.5419000000000005,0.2030000000000003,58.835099999999954,-8.314999999999998,9.495000000000008,-1.1999999999999993,0.8947000000000003,0.06500000000000006,4.270000000000001,-2.5999999999999996,8
70,A1 LM,STUART,2843.0,36.084,0.882,1.6,8.2,4.125,2,0.645,3.6152,0.2530000000000001,53.30009999999995,-5.319999999999993,9.100000000000009,-1.3500000000000014,0.9042000000000001,0.06299999999999994,3.7200000000000015,-1.9,8
71,A1 LM,STUART,2843.5,29.344,0.897,0.1,7.25,4.23,2,0.632,3.7089000000000008,0.10500000000000043,49.30329999999996,-6.740000000000002,8.785000000000007,-0.9499999999999993,0.9065000000000001,0.015000000000000013,3.270000000000002,-1.5,8
72,A1 LM,STUART,2844.0,24.072,0.841,-0.6,6.8,4.302,2,0.618,3.7996000000000003,0.07199999999999918,46.227699999999956,-5.272000000000002,8.645000000000007,-0.4500000000000002,0.8877,-0.05600000000000005,3.1300000000000017,-0.7,8
73,A1 LM,STUART,2844.5,22.62,0.733,-2.5,7.65,4.348,2,0.605,3.8844000000000003,0.04600000000000026,43.404299999999964,-1.4519999999999982,8.725000000000009,0.8500000000000005,0.8461000000000002,-0.10799999999999998,2.8500000000000014,-1.9,8
74,A1 LM,STUART,2845.0,22.408,0.597,-3.8,9.5,4.29,2,0.5920000000000001,3.9558,-0.05799999999999983,40.18189999999996,-0.21199999999999974,8.935000000000008,1.8499999999999996,0.7968000000000002,-0.136,2.3700000000000014,-1.2999999999999998,8
75,A1 LM,STUART,2845.5,21.184,0.469,-2.7,11.05,4.255,2,0.579,4.0258,-0.03500000000000014,36.61679999999997,-1.2240000000000002,9.195000000000007,1.5500000000000007,0.7513000000000001,-0.128,1.6900000000000013,1.0999999999999996,8
76,A1 LM,STUART,2846.0,21.796,0.375,-2.3,13.35,4.213,2,0.5660000000000001,4.088,-0.041999999999999815,32.757099999999966,0.6119999999999983,9.525000000000007,2.299999999999999,0.7100000000000001,-0.09399999999999997,0.7500000000000012,0.40000000000000036,8
77,A1 LM,STUART,2846.5,23.925,0.314,-1.8,15.1,4.363,2,0.5529999999999999,4.1667000000000005,0.15000000000000036,29.25559999999997,2.1290000000000013,9.920000000000005,1.75,0.6681000000000001,-0.061,-0.23999999999999871,0.4999999999999998,8
78,A1 LM,STUART,2847.0,24.464000000000002,0.278,-1.3,16.15,4.495,2,0.539,4.2493,0.13199999999999967,26.73009999999997,0.5390000000000015,10.460000000000004,1.049999999999999,0.6205000000000002,-0.035999999999999976,-0.9799999999999986,0.5,8
79,A1 LM,STUART,2847.5,26.039,0.257,-1.9,16.55,4.602,2,0.526,4.3223,0.1070000000000002,25.193599999999968,1.5749999999999993,11.160000000000005,0.40000000000000213,0.5643000000000001,-0.02100000000000002,-1.5199999999999987,-0.5999999999999999,8
80,A1 LM,STUART,2848.0,27.491,0.247,-2.5,16.45,4.544,2,0.513,4.364199999999999,-0.05800000000000072,24.334299999999967,1.4519999999999982,11.985000000000003,-0.10000000000000142,0.5008000000000001,-0.010000000000000009,-1.929999999999999,-0.6000000000000001,8
81,A1 LM,STUART,2848.5,28.193,0.249,-2.4,16.3,4.587,2,0.5,4.3999,0.04300000000000015,24.219199999999965,0.7020000000000017,12.890000000000004,-0.14999999999999858,0.4360000000000001,0.0020000000000000018,-2.179999999999999,0.10000000000000009,8
82,A1 LM,STUART,2849.0,28.634,0.265,-1.9,16.15,4.678,2,0.48700000000000004,4.437499999999999,0.09100000000000019,24.675399999999968,0.44099999999999895,13.825000000000003,-0.15000000000000213,0.37840000000000007,0.016000000000000014,-2.3099999999999987,0.5,8
83,A1 LM,STUART,2849.5,29.809,0.299,-1.0,15.2,4.8660000000000005,2,0.474,4.489299999999999,0.1880000000000006,25.39429999999997,1.1750000000000007,14.580000000000002,-0.9499999999999993,0.3350000000000001,0.033999999999999975,-2.159999999999999,0.8999999999999999,8
84,A1 LM,STUART,2850.0,31.171999999999997,0.349,-1.5,14.15,4.783,2,0.461,4.5386,-0.08300000000000018,26.270699999999966,1.362999999999996,15.045000000000002,-1.049999999999999,0.3102000000000001,0.04999999999999999,-1.9299999999999986,-0.5,8
85,A1 LM,STUART,2850.5,33.448,0.418,-1.1,12.65,4.688,2,0.447,4.581899999999999,-0.09500000000000064,27.49709999999996,2.2760000000000034,15.205000000000002,-1.5,0.3051000000000001,0.069,-1.769999999999999,0.3999999999999999,8
86,A1 LM,STUART,2851.0,33.514,0.503,-1.2,11.3,4.628,2,0.434,4.623399999999999,-0.05999999999999961,28.66889999999996,0.0660000000000025,15.000000000000004,-1.3499999999999996,0.3179000000000001,0.08500000000000002,-1.6599999999999988,-0.09999999999999987,8
87,A1 LM,STUART,2851.5,35.146,0.593,-0.5,10.05,4.387,2,0.42100000000000004,4.6258,-0.24100000000000055,29.79099999999996,1.631999999999998,14.495000000000005,-1.25,0.3458000000000001,0.08999999999999997,-1.5299999999999987,0.7,8
88,A1 LM,STUART,2852.0,35.953,0.6709999999999999,-0.7,9.45,4.291,2,0.408,4.6053999999999995,-0.0959999999999992,30.93989999999996,0.8070000000000022,13.825000000000003,-0.6000000000000014,0.3851000000000001,0.07799999999999996,-1.4699999999999984,-0.19999999999999996,8
89,A1 LM,STUART,2852.5,35.178000000000004,0.7290000000000001,-0.6,9.0,4.178,2,0.395,4.563,-0.11300000000000043,31.85379999999996,-0.7749999999999986,13.070000000000002,-0.4499999999999993,0.43230000000000024,0.05800000000000016,-1.3399999999999985,0.09999999999999998,8
90,A1 LM,STUART,2853.0,36.109,0.773,0.1,8.35,4.203,2,0.382,4.5289,0.025000000000000355,32.71559999999996,0.9309999999999974,12.260000000000002,-0.6500000000000004,0.4849000000000002,0.04399999999999993,-1.0799999999999985,0.7,8
91,A1 LM,STUART,2853.5,38.769,0.82,1.3,7.55,4.262,2,0.368,4.4963999999999995,0.058999999999999275,33.77319999999996,2.6599999999999966,11.385000000000002,-0.7999999999999998,0.5420000000000003,0.04699999999999993,-0.7099999999999984,1.2,8
92,A1 LM,STUART,2854.0,39.510999999999996,0.873,1.3,7.05,4.387,2,0.355,4.4673,0.125,34.86089999999996,0.7419999999999973,10.475,-0.5,0.6028000000000003,0.05300000000000005,-0.3899999999999984,0.0,8
93,A1 LM,STUART,2854.5,40.523,0.927,2.6,6.5,4.006,2,0.342,4.3813,-0.38099999999999934,35.932299999999955,1.0120000000000076,9.605,-0.5499999999999998,0.6656000000000003,0.05400000000000005,-0.029999999999998382,1.3,6
94,A1 LM,STUART,2855.0,42.693999999999996,0.9640000000000001,2.8,6.8,3.718,2,0.32899999999999996,4.274800000000001,-0.28800000000000026,37.084499999999956,2.1709999999999923,8.87,0.2999999999999998,0.7271000000000003,0.03700000000000003,0.4000000000000016,0.19999999999999973,6
95,A1 LM,STUART,2855.5,45.297,0.9590000000000001,3.0,7.3,3.594,2,0.316,4.1654,-0.12400000000000011,38.26939999999996,2.6030000000000015,8.334999999999997,0.5,0.7812000000000003,-0.0050000000000000044,0.8100000000000016,0.20000000000000018,6
96,A1 LM,STUART,2856.0,48.145,0.915,3.8,8.2,3.46,2,0.303,4.0486,-0.1339999999999999,39.73249999999996,2.848000000000006,8.024999999999999,0.8999999999999995,0.8224000000000004,-0.04400000000000004,1.3100000000000016,0.7999999999999998,6
97,A1 LM,STUART,2856.5,51.041000000000004,0.862,5.9,8.75,3.333,2,0.289,3.9432,-0.12699999999999978,41.32199999999996,2.896000000000001,7.894999999999999,0.5500000000000007,0.8493000000000004,-0.05300000000000005,1.9500000000000015,2.1000000000000005,6
98,A1 LM,STUART,2857.0,56.125,0.825,7.4,9.3,3.3360000000000003,2,0.276,3.8477000000000006,0.0030000000000001137,43.33919999999996,5.083999999999996,7.879999999999998,0.5500000000000007,0.8647000000000004,-0.03700000000000003,2.760000000000001,1.5,6
99,A1 LM,STUART,2857.5,62.205,0.807,6.4,9.9,3.362,2,0.263,3.7661000000000007,0.0259999999999998,46.041899999999956,6.079999999999998,7.969999999999999,0.5999999999999996,0.8725000000000005,-0.017999999999999905,3.4600000000000017,-1.0,4
100,A1 LM,STUART,2858.0,64.865,0.794,4.7,10.25,3.2439999999999998,2,0.25,3.6702000000000004,-0.11800000000000033,48.917499999999954,2.6599999999999966,8.16,0.34999999999999964,0.8746000000000006,-0.013000000000000012,3.9200000000000017,-1.7000000000000002,4
101,A1 LM,STUART,2858.5,68.186,0.7709999999999999,4.1,10.25,3.174,2,0.237,3.5614000000000003,-0.06999999999999984,51.85919999999995,3.321000000000012,8.43,0.0,0.8697000000000006,-0.02300000000000013,4.200000000000002,-0.6000000000000005,4
102,A1 LM,STUART,2859.0,72.421,0.743,4.1,10.55,3.174,2,0.22399999999999998,3.4401,0.0,55.15019999999996,4.234999999999999,8.78,0.3000000000000007,0.8567000000000007,-0.027999999999999914,4.480000000000002,0.0,4
