,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,del_GR,del_ILD_log10,del_DeltaPHI,del_PHIND,del_PE,del_RELPOS,del_del_GR,del_del_ILD_log10,del_del_DeltaPHI,del_del_PHIND,del_del_PE,del_del_RELPOS,Facies
19,A1 SH,STUART,2817.5,89.459,0.598,6.6,13.5,2.986,1,0.556,3.5419999999999874,0.026000000000000023,2.8,1.9000000000000004,0.13400000000000034,-0.04500000000000004,-21.394999999999996,0.016000000000000125,-3.399999999999999,-1.1999999999999993,-0.129,-0.001000000000000112,2
20,A1 SH,STUART,2818.0,88.619,0.61,7.2,14.8,2.988,1,0.5329999999999999,-7.866,0.038000000000000034,-0.1999999999999993,0.40000000000000036,0.01200000000000001,-0.04500000000000004,-25.56599999999999,0.06600000000000006,-7.2,-5.300000000000001,-0.13400000000000034,0.001000000000000112,2
21,A1 SH,STUART,2818.5,81.593,0.636,6.4,13.9,2.998,1,0.511,-22.024,0.09200000000000008,-4.4,-3.4000000000000004,0.0,-0.04399999999999993,-18.646,0.11499999999999999,-3.500000000000001,-6.15,0.017999999999999794,0.0010000000000000564,2
22,A1 SH,STUART,2819.0,66.595,0.7020000000000001,2.8,11.4,2.988,1,0.489,-26.512,0.15300000000000002,-3.7,-5.75,0.029999999999999805,-0.043999999999999984,3.540999999999997,0.04599999999999982,2.6000000000000005,-0.5,0.08499999999999996,-0.0010000000000000564,1
23,A1 SH,STUART,2819.5,55.081,0.789,2.7,8.15,3.028,1,0.467,-18.483000000000004,0.1379999999999999,-1.7999999999999998,-3.9000000000000004,0.08499999999999996,-0.044999999999999984,15.160999999999994,-0.09600000000000009,1.4,4.699999999999999,0.08800000000000052,-0.0010000000000000009,2
24,A1 SH,STUART,2820.0,48.111999999999995,0.84,1.0,7.5,3.073,1,0.444,-11.351000000000006,0.05699999999999994,-2.3000000000000003,-1.0500000000000007,0.11800000000000033,-0.044999999999999984,14.46800000000001,-0.1379999999999999,1.4999999999999998,3.0500000000000007,0.04700000000000015,0.0010000000000000009,2
25,A1 SH,STUART,2820.5,43.73,0.846,0.4,7.1,3.1460000000000004,1,0.42200000000000004,-4.0149999999999935,0.0,-0.30000000000000004,-0.8499999999999996,0.13200000000000012,-0.043999999999999984,14.460000000000008,-0.06099999999999983,2.7,0.5500000000000007,-0.010000000000001119,0.0009999999999998899,1
26,A1 SH,STUART,2821.0,44.097,0.84,0.7,6.65,3.205,1,0.4,3.1090000000000018,-0.0039999999999998925,0.4,-0.5,0.10799999999999921,-0.044000000000000095,10.265999999999991,0.0030000000000000027,0.7000000000000002,0.9499999999999993,-0.1070000000000002,0.0,1
27,A1 SH,STUART,2821.5,46.839,0.8420000000000001,0.8,6.6,3.2539999999999996,1,0.37799999999999995,6.250999999999998,0.0030000000000000027,0.40000000000000013,0.09999999999999964,0.02499999999999991,-0.043999999999999984,7.180999999999997,-0.016000000000000125,1.0,1.2000000000000002,-0.12499999999999867,-0.0009999999999998899,1
28,A1 SH,STUART,2822.0,50.348,0.843,1.1,6.75,3.23,1,0.35600000000000004,10.29,-0.020000000000000018,1.4000000000000001,0.7000000000000002,-0.01699999999999946,-0.044999999999999984,7.866000000000007,-0.06899999999999995,2.9000000000000004,1.5500000000000007,0.0040000000000000036,-0.0010000000000000564,2
29,A1 SH,STUART,2822.5,57.129,0.8220000000000001,2.2,7.3,3.237,1,0.33299999999999996,14.117000000000004,-0.06599999999999995,3.3000000000000003,1.6500000000000004,0.028999999999999915,-0.04500000000000004,2.847999999999999,-0.07299999999999995,3.499999999999999,1.8499999999999996,0.06899999999999906,0.0010000000000000009,2
30,A1 SH,STUART,2823.0,64.465,0.777,4.4,8.4,3.259,1,0.311,13.137999999999998,-0.09299999999999997,4.8999999999999995,2.55,0.0519999999999996,-0.043999999999999984,-2.0160000000000053,-0.04700000000000004,2.9999999999999987,1.5,0.09300000000000042,-0.021999999999999964,1
31,A1 SH,STUART,2823.5,70.267,0.7290000000000001,7.1,9.85,3.2889999999999997,1,0.289,12.100999999999999,-0.11299999999999999,6.299999999999999,3.1500000000000004,0.12200000000000033,-0.067,-6.626999999999988,0.006999999999999895,-1.2999999999999998,-0.14999999999999947,0.11100000000000065,-0.022999999999999993,2
32,A1 SH,STUART,2824.0,76.566,0.664,10.7,11.55,3.3810000000000002,1,0.244,6.51100000000001,-0.08600000000000008,3.5999999999999996,2.4000000000000004,0.16300000000000026,-0.06699999999999998,-14.695999999999998,0.08099999999999996,-7.299999999999999,-2.1500000000000004,-0.1070000000000002,0.02300000000000002,2
33,A1 SH,STUART,2824.5,76.778,0.643,10.7,12.25,3.452,1,0.222,-2.594999999999999,-0.03200000000000003,-1.0,1.0,0.015000000000000124,-0.043999999999999984,-8.975000000000023,0.06500000000000006,-5.499999999999998,-1.5500000000000007,-0.47100000000000053,0.022999999999999993,2
34,A1 SH,STUART,2825.0,73.971,0.632,9.7,12.55,3.3960000000000004,1,0.2,-2.464000000000013,-0.02100000000000002,-1.8999999999999986,0.8499999999999996,-0.3080000000000003,-0.043999999999999984,5.655000000000001,-0.017000000000000015,-3.8999999999999995,2.6499999999999986,-0.37700000000000067,-2.7755575615628914e-17,2
35,A1 SH,STUART,2825.5,74.314,0.622,8.8,13.1,3.1439999999999997,1,0.17800000000000002,3.0600000000000023,-0.049000000000000044,-4.8999999999999995,3.6499999999999986,-0.36200000000000054,-0.04400000000000001,2.619000000000014,-0.08399999999999996,-2.1000000000000023,5.25,0.09500000000000064,-0.0010000000000000286,2
36,A1 SH,STUART,2826.0,77.031,0.583,4.8,16.2,3.034,1,0.156,0.15500000000000114,-0.10499999999999998,-4.000000000000001,6.1,-0.21299999999999963,-0.04500000000000001,-6.76400000000001,-0.04499999999999993,6.3999999999999995,0.5000000000000036,0.20800000000000063,-0.000999999999999987,2
37,A1 SH,STUART,2826.5,74.469,0.517,4.8,19.2,2.931,1,0.133,-3.7040000000000077,-0.09399999999999997,1.5,4.150000000000002,-0.15399999999999991,-0.045,-0.04899999999999238,0.11399999999999999,4.100000000000001,-6.049999999999999,0.07699999999999951,0.0010000000000000148,2
38,A1 SH,STUART,2827.0,73.327,0.489,6.3,20.35,2.88,1,0.111,0.10600000000000875,0.009000000000000008,0.10000000000000053,0.05000000000000071,-0.13600000000000012,-0.044,0.9130000000000109,0.16299999999999992,-1.2999999999999998,-7.450000000000003,0.2829999999999999,0.0010000000000000009,2
39,A1 SH,STUART,2827.5,74.575,0.526,4.9,19.25,2.795,1,0.08900000000000001,-2.790999999999997,0.06899999999999995,0.20000000000000018,-3.3000000000000007,0.129,-0.044,-11.742000000000019,-0.007000000000000006,2.5999999999999988,-0.5,0.41400000000000015,-0.0010000000000000078,2
40,A1 SH,STUART,2828.0,70.536,0.5579999999999999,6.5,17.05,3.009,1,0.067,-11.63600000000001,0.0020000000000000018,2.6999999999999993,-0.4499999999999993,0.278,-0.045000000000000005,-10.608000000000004,-0.11599999999999988,4.2,5.399999999999999,0.17500000000000027,-0.0010000000000000009,2
41,A1 SH,STUART,2828.5,62.93899999999999,0.528,7.6,18.8,3.073,1,0.044000000000000004,-13.399000000000001,-0.04699999999999993,4.4,2.099999999999998,0.30400000000000027,-0.045,-3.957999999999984,0.05399999999999994,-3.299999999999999,-2.0500000000000007,0.1759999999999997,1.001,3
42,A1 SH,STUART,2829.0,57.137,0.511,10.9,19.15,3.313,1,0.022000000000000002,-15.593999999999994,0.05599999999999994,-0.5999999999999996,-2.5,0.45399999999999974,0.956,-8.004999999999995,0.2659999999999999,-8.9,-11.049999999999997,0.3109999999999995,1.01,3
43,A1 LM,STUART,2829.5,47.345,0.584,7.0,16.3,3.5269999999999997,2,1.0,-21.403999999999996,0.21899999999999997,-4.5,-8.95,0.6149999999999998,0.965,-2.4240000000000066,0.2330000000000001,-3.7,-5.950000000000001,0.34900000000000064,-0.9819999999999999,8
44,A1 LM,STUART,2830.0,35.733000000000004,0.73,6.4,10.2,3.928,2,0.987,-18.018,0.28900000000000003,-4.3,-8.450000000000001,0.8030000000000004,-0.025999999999999912,13.91299999999999,0.014000000000000012,-0.5,5.05,-0.12999999999999945,-0.991,8
45,A1 LM,STUART,2830.5,29.326999999999998,0.873,2.7,7.85,4.33,2,0.9740000000000001,-7.491000000000007,0.23299999999999998,-5.0,-3.8999999999999995,0.4850000000000003,-0.026000000000000023,23.249000000000002,-0.14400000000000002,3.3999999999999995,6.200000000000001,-0.6220000000000003,-0.001000000000000112,8
46,A1 LM,STUART,2831.0,28.241999999999997,0.963,1.4,6.3,4.413,2,0.961,5.231000000000002,0.14500000000000002,-0.9000000000000001,-2.25,0.18100000000000005,-0.027000000000000024,23.003000000000007,-0.1419999999999999,5.4,2.8,-0.48600000000000065,-0.0009999999999998899,8
47,A1 LM,STUART,2831.5,34.558,1.018,1.8,5.6,4.511,2,0.9470000000000001,15.512,0.09100000000000008,0.40000000000000013,-1.0999999999999996,-0.001000000000000334,-0.026999999999999913,13.822999999999993,-0.09600000000000009,0.6000000000000001,1.7000000000000002,-0.4660000000000002,0.0009999999999998899,8
48,A1 LM,STUART,2832.0,43.754,1.054,1.8,5.2,4.412,2,0.934,19.053999999999995,0.04899999999999993,-0.30000000000000004,-0.5499999999999998,-0.28500000000000014,-0.026000000000000134,1.4529999999999959,-0.10599999999999998,-0.30000000000000027,0.7499999999999991,-0.47999999999999954,0.0009999999999997788,8
49,A1 LM,STUART,2832.5,53.611999999999995,1.067,1.5,5.05,4.226,2,0.9209999999999999,16.964999999999996,-0.014999999999999902,0.09999999999999987,-0.35000000000000053,-0.48099999999999987,-0.026000000000000134,-6.127999999999993,-0.17599999999999993,1.5000000000000002,0.9500000000000002,-0.23799999999999955,2.220446049250313e-16,8
50,A1 LM,STUART,2833.0,60.718999999999994,1.0390000000000001,1.9,4.85,3.931,2,0.9079999999999999,12.926000000000002,-0.127,1.2000000000000002,0.40000000000000036,-0.5229999999999997,-0.025999999999999912,-2.161999999999999,-0.2230000000000003,2.0,2.8000000000000007,0.051000000000000156,2.220446049250313e-16,8
51,A1 LM,STUART,2833.5,66.538,0.94,2.7,5.45,3.7030000000000003,2,0.895,14.802999999999997,-0.2380000000000002,2.1,2.45,-0.4299999999999997,-0.025999999999999912,16.515,-0.12099999999999989,2.5999999999999996,3.7,0.16599999999999948,-0.001000000000000112,8
52,A1 LM,STUART,2834.0,75.52199999999999,0.8009999999999999,4.0,7.3,3.5010000000000003,2,0.882,29.441000000000003,-0.2479999999999999,3.8,4.1000000000000005,-0.3570000000000002,-0.027000000000000024,39.935,0.0810000000000003,2.2000000000000006,1.4000000000000004,0.17099999999999937,-0.001000000000000112,6
53,A1 LM,STUART,2834.5,95.979,0.6920000000000001,6.5,9.55,3.346,2,0.868,54.738,-0.15699999999999992,4.300000000000001,3.8500000000000005,-0.25900000000000034,-0.027000000000000024,34.747,0.19899999999999984,-0.9999999999999991,-1.5000000000000009,0.3049999999999997,0.001000000000000112,6
54,A1 LM,STUART,2835.0,130.26,0.644,8.3,11.15,3.242,2,0.855,64.188,-0.049000000000000044,2.8000000000000007,2.5999999999999996,-0.05200000000000049,-0.025999999999999912,-8.469999999999999,0.18599999999999983,-3.5000000000000018,-2.95,0.3150000000000004,0.001000000000000112,6
55,A1 LM,STUART,2835.5,160.167,0.643,9.3,12.15,3.2939999999999996,2,0.8420000000000001,46.268,0.028999999999999915,0.7999999999999989,0.9000000000000004,0.05600000000000005,-0.025999999999999912,-48.73299999999999,0.126,-3.200000000000001,-2.5999999999999996,0.10700000000000065,-2.220446049250313e-16,4
56,A1 LM,STUART,2836.0,176.528,0.6729999999999999,9.1,12.05,3.298,2,0.8290000000000001,15.455000000000013,0.07699999999999996,-0.40000000000000036,0.0,0.05500000000000016,-0.026000000000000134,-68.83099999999999,0.05400000000000005,-2.299999999999999,-1.0500000000000007,-0.04400000000000004,-2.220446049250313e-16,4
57,A1 LM,STUART,2836.5,175.622,0.72,8.9,12.15,3.3489999999999998,2,0.816,-22.562999999999988,0.08299999999999996,-1.5,-0.15000000000000036,0.01200000000000001,-0.026000000000000134,-71.00100000000002,-0.031000000000000028,-1.2999999999999998,0.049999999999998934,-0.0389999999999997,-0.0009999999999997788,4
58,A1 LM,STUART,2837.0,153.965,0.7559999999999999,7.6,11.9,3.31,2,0.8029999999999999,-55.54600000000001,0.04599999999999993,-1.7000000000000002,0.049999999999998934,0.01600000000000046,-0.026999999999999913,-39.96800000000002,-0.051999999999999824,1.0,0.40000000000000036,0.06999999999999984,-0.0009999999999998899,4
59,A1 LM,STUART,2837.5,120.07600000000001,0.7659999999999999,7.2,12.2,3.365,2,0.789,-62.531000000000006,0.03100000000000014,-0.5,0.25,0.08199999999999985,-0.027000000000000024,4.7819999999999965,0.06200000000000028,-0.9000000000000004,-1.8499999999999979,-0.08800000000000052,0.0009999999999998899,4
60,A1 LM,STUART,2838.0,91.434,0.787,7.1,12.15,3.392,2,0.7759999999999999,-50.76400000000001,0.10800000000000021,-2.6000000000000005,-1.799999999999999,-0.07200000000000006,-0.026000000000000023,25.92500000000001,0.21099999999999997,-5.8,-4.200000000000001,-0.07899999999999974,0.001000000000000112,4
61,A1 LM,STUART,2838.5,69.312,0.8740000000000001,4.6,10.4,3.293,2,0.763,-36.605999999999995,0.2420000000000001,-6.3,-3.950000000000001,0.0030000000000001137,-0.025999999999999912,32.30600000000001,0.1669999999999997,-1.6999999999999993,-1.7500000000000018,0.2789999999999999,0.0,6
62,A1 LM,STUART,2839.0,54.828,1.0290000000000001,0.8,8.2,3.395,2,0.75,-18.458,0.2749999999999999,-4.3,-3.5500000000000007,0.20699999999999985,-0.026000000000000023,36.40999999999999,-0.18100000000000016,6.5,3.150000000000002,0.17799999999999994,0.0,6
63,A1 LM,STUART,2839.5,50.854,1.149,0.3,6.85,3.5,2,0.737,-0.19600000000000506,0.06099999999999994,0.19999999999999996,-0.7999999999999989,0.18100000000000005,-0.025999999999999912,24.439,-0.4999999999999999,8.1,5.15,-0.1519999999999997,0.0,6
64,A1 LM,STUART,2840.0,54.632,1.09,1.0,7.4,3.576,2,0.7240000000000001,5.981000000000002,-0.22499999999999998,3.8,1.5999999999999996,0.05500000000000016,-0.026000000000000023,5.957000000000008,-0.3630000000000001,5.8999999999999995,3.4499999999999993,-0.16599999999999993,-0.001000000000000112,6
65,A1 LM,STUART,2840.5,56.835,0.924,4.1,8.45,3.555,2,0.711,5.761000000000003,-0.30200000000000016,6.1,2.6500000000000004,0.015000000000000124,-0.027000000000000024,-3.8760000000000048,0.03399999999999992,0.20000000000000018,1.1000000000000014,-0.03400000000000025,-0.0009999999999998899,5
66,A1 LM,STUART,2841.0,60.393,0.7879999999999999,7.1,10.05,3.591,2,0.6970000000000001,2.104999999999997,-0.19100000000000006,4.0,2.700000000000001,0.020999999999999908,-0.026999999999999913,-16.43500000000001,0.26800000000000024,-7.1,-1.950000000000001,0.06299999999999928,0.0009999999999998899,5
67,A1 LM,STUART,2841.5,58.94,0.733,8.1,11.15,3.576,2,0.684,-10.674000000000007,-0.03399999999999992,-1.0,0.6999999999999993,0.0779999999999994,-0.026000000000000134,-19.641,0.27700000000000014,-8.6,-4.300000000000001,0.2749999999999999,0.0009999999999997788,6
68,A1 LM,STUART,2842.0,49.718999999999994,0.754,6.1,10.75,3.6689999999999996,2,0.6709999999999999,-17.536,0.08600000000000008,-4.6,-1.5999999999999996,0.2959999999999998,-0.026000000000000134,-2.9609999999999843,0.16199999999999992,-3.5,-3.25,0.378000000000001,2.220446049250313e-16,6
69,A1 LM,STUART,2842.5,41.403999999999996,0.8190000000000001,3.5,9.55,3.872,2,0.6579999999999999,-13.634999999999991,0.128,-4.5,-2.5500000000000007,0.4560000000000004,-0.025999999999999912,5.476000000000006,-0.008000000000000118,1.1999999999999997,-0.7000000000000011,0.06200000000000072,2.220446049250313e-16,6
70,A1 LM,STUART,2843.0,36.084,0.882,1.6,8.2,4.125,2,0.645,-12.059999999999995,0.07799999999999996,-3.4,-2.3000000000000007,0.35800000000000054,-0.025999999999999912,1.622999999999987,-0.16900000000000004,2.3,1.1500000000000012,-0.2790000000000008,-0.001000000000000112,6
71,A1 LM,STUART,2843.5,29.344,0.897,0.1,7.25,4.23,2,0.632,-12.012000000000004,-0.041000000000000036,-2.2,-1.3999999999999995,0.1769999999999996,-0.027000000000000024,5.335999999999995,-0.242,0.7999999999999998,2.700000000000001,-0.2400000000000011,-0.001000000000000112,8
72,A1 LM,STUART,2844.0,24.072,0.841,-0.6,6.8,4.302,2,0.618,-6.724,-0.16400000000000003,-2.6,0.40000000000000036,0.11799999999999944,-0.027000000000000024,10.348000000000006,-0.20299999999999996,-0.9999999999999996,4.1,-0.18899999999999917,0.001000000000000112,8
73,A1 LM,STUART,2844.5,22.62,0.733,-2.5,7.65,4.348,2,0.605,-1.663999999999998,-0.244,-3.1999999999999997,2.7,-0.011999999999999567,-0.025999999999999912,5.288,-0.09999999999999998,2.4,3.0,-0.2109999999999994,0.0010000000000000009,8
74,A1 LM,STUART,2845.0,22.408,0.597,-3.8,9.5,4.29,2,0.5920000000000001,-1.436,-0.264,-0.20000000000000018,3.4000000000000004,-0.09299999999999997,-0.026000000000000023,1.051999999999996,0.02200000000000002,4.699999999999999,1.1499999999999995,-0.06500000000000039,-1.1102230246251565e-16,8
75,A1 LM,STUART,2845.5,21.184,0.469,-2.7,11.05,4.255,2,0.579,-0.6120000000000019,-0.22199999999999998,1.5,3.8499999999999996,-0.07699999999999996,-0.026000000000000023,4.177,0.10900000000000004,1.1000000000000003,0.6499999999999986,0.2010000000000005,0.0,8
76,A1 LM,STUART,2846.0,21.796,0.375,-2.3,13.35,4.213,2,0.5660000000000001,2.7409999999999997,-0.15499999999999997,0.9000000000000001,4.049999999999999,0.10800000000000054,-0.026000000000000023,3.2800000000000047,0.125,-0.5000000000000002,-1.0500000000000007,0.359,-0.0010000000000000009,8
77,A1 LM,STUART,2846.5,23.925,0.314,-1.8,15.1,4.363,2,0.5529999999999999,2.668000000000003,-0.09699999999999998,0.9999999999999998,2.799999999999999,0.28200000000000003,-0.027000000000000024,-0.6269999999999989,0.09799999999999998,-1.0,-2.599999999999998,0.13099999999999934,-0.0009999999999998899,8
78,A1 LM,STUART,2847.0,24.464000000000002,0.278,-1.3,16.15,4.495,2,0.539,2.1140000000000008,-0.056999999999999995,-0.09999999999999987,1.450000000000001,0.23899999999999988,-0.026999999999999913,0.35899999999999466,0.06599999999999995,-2.1999999999999997,-2.4999999999999982,-0.23300000000000054,0.0010000000000000009,8
79,A1 LM,STUART,2847.5,26.039,0.257,-1.9,16.55,4.602,2,0.526,3.0269999999999975,-0.031000000000000028,-1.2,0.3000000000000007,0.04899999999999949,-0.026000000000000023,0.03999999999999915,0.04899999999999999,-0.40000000000000013,-1.700000000000001,-0.25400000000000045,0.0009999999999998899,8
80,A1 LM,STUART,2848.0,27.491,0.247,-2.5,16.45,4.544,2,0.513,2.154,-0.008000000000000007,-0.5,-0.25,-0.015000000000000568,-0.026000000000000023,-1.8839999999999968,0.049000000000000044,1.8,-0.6000000000000014,0.08500000000000085,5.551115123125783e-17,8
81,A1 LM,STUART,2848.5,28.193,0.249,-2.4,16.3,4.587,2,0.5,1.1430000000000007,0.018000000000000016,0.6000000000000001,-0.3000000000000007,0.13400000000000034,-0.025999999999999968,-0.5380000000000003,0.057999999999999996,1.9,-0.8500000000000014,0.29400000000000137,0.0,8
82,A1 LM,STUART,2849.0,28.634,0.265,-1.9,16.15,4.678,2,0.48700000000000004,1.6159999999999997,0.04999999999999999,1.4,-1.1000000000000014,0.2790000000000008,-0.026000000000000023,1.394999999999996,0.06599999999999995,-0.20000000000000018,-1.6999999999999975,-0.028999999999999915,-5.551115123125783e-17,8
83,A1 LM,STUART,2849.5,29.809,0.299,-1.0,15.2,4.8660000000000005,2,0.474,2.5379999999999967,0.08399999999999996,0.3999999999999999,-1.9999999999999982,0.10500000000000043,-0.026000000000000023,2.0229999999999997,0.069,-1.5,-1.4499999999999975,-0.4570000000000016,-0.0009999999999999454,8
84,A1 LM,STUART,2850.0,31.171999999999997,0.349,-1.5,14.15,4.783,2,0.461,3.6389999999999993,0.119,-0.10000000000000009,-2.549999999999999,-0.17800000000000082,-0.02699999999999997,-0.19599999999999085,0.07000000000000006,-0.09999999999999987,-0.8500000000000014,-0.2600000000000007,-0.0010000000000000009,8
85,A1 LM,STUART,2850.5,33.448,0.418,-1.1,12.65,4.688,2,0.447,2.342000000000006,0.15400000000000003,0.30000000000000004,-2.8499999999999996,-0.15500000000000025,-0.027000000000000024,-1.940999999999999,0.055999999999999994,0.7000000000000002,-0.05000000000000071,-0.12299999999999933,0.0010000000000000009,8
86,A1 LM,STUART,2851.0,33.514,0.503,-1.2,11.3,4.628,2,0.434,1.6980000000000004,0.175,0.6000000000000001,-2.5999999999999996,-0.30100000000000016,-0.025999999999999968,0.0969999999999942,0.013999999999999901,0.19999999999999996,0.9999999999999982,-0.1819999999999995,0.0010000000000000009,8
87,A1 LM,STUART,2851.5,35.146,0.593,-0.5,10.05,4.387,2,0.42100000000000004,2.439,0.16799999999999993,0.5,-1.8500000000000014,-0.33699999999999974,-0.026000000000000023,-1.6659999999999968,-0.03899999999999987,-0.7000000000000001,1.549999999999999,0.09200000000000053,-5.551115123125783e-17,6
