Depth,Well Name,Formation,Facies,PE_GLCM_correlation_wsize=ave,DeltaPHI,PHIND,PE,NM_M,RELPOS,GR_d1,GR_GLCM_dissimilarity_asym_wsize=ave,ILD_log10_d1,DeltaPHI_d1,DeltaPHI_d2,PE_d1,GR_GLCM_energy_asym_wsize=ave,GR_mean_wsize=3,GR_mean_wsize=5,GR_std_wsize=3,GR_std_wsize=5,ILD_log10_GLCM_dissimilarity_asym_wsize=9,ILD_log10_GLCM_dissimilarity_asym_wsize=17,GR_std_wsize=33,GR_skew_wsize=3,GR_skew_wsize=5,GR,ILD_log10_mean_wsize=3,ILD_log10_GLCM_correlation_asym_wsize=129,DeltaPHI_GLCM_dissimilarity_asym_wsize=17,DeltaPHI_GLCM_dissimilarity_asym_wsize=ave,ILD_log10_skew_wsize=3,DeltaPHI_GLCM_energy_asym_wsize=5,DeltaPHI_GLCM_energy_asym_wsize=65,DeltaPHI_GLCM_energy_asym_wsize=129,DeltaPHI_std_wsize=5,DeltaPHI_std_wsize=129,PHIND_GLCM_energy_asym_wsize=3,DeltaPHI_skew_wsize=9,PHIND_GLCM_energy_asym_wsize=17,DeltaPHI_skew_wsize=ave,PHIND_mean_wsize=3,PHIND_mean_wsize=9,PHIND_mean_wsize=ave,PHIND_std_wsize=17,PHIND_std_wsize=33,PHIND_skew_wsize=33,PE_GLCM_correlation_asym_wsize=9,PE_mean_wsize=65,PE_mean_wsize=129,PE_std_wsize=3,PE_std_wsize=9,PE_std_wsize=33,PE_std_wsize=65,GR_GLCM_dissimilarity_wsize=3,GR_GLCM_dissimilarity_wsize=5,GR_GLCM_energy_wsize=3,GR_GLCM_correlation_wsize=5,ILD_log10_GLCM_dissimilarity_wsize=5,ILD_log10_GLCM_dissimilarity_wsize=17,ILD_log10_GLCM_dissimilarity_wsize=65,ILD_log10_GLCM_energy_wsize=5,ILD_log10_GLCM_energy_wsize=ave,ILD_log10_GLCM_correlation_wsize=5,ILD_log10_GLCM_correlation_wsize=9,ILD_log10_GLCM_correlation_wsize=17,ILD_log10_GLCM_correlation_wsize=129,DeltaPHI_GLCM_dissimilarity_wsize=33,DeltaPHI_GLCM_dissimilarity_wsize=ave,DeltaPHI_GLCM_energy_wsize=3,DeltaPHI_GLCM_energy_wsize=33,DeltaPHI_GLCM_correlation_wsize=5,ILD_log10_GLCM_energy_asym_wsize=3,PHIND_GLCM_dissimilarity_wsize=3,PHIND_GLCM_dissimilarity_wsize=5,PHIND_GLCM_energy_wsize=ave,PE_GLCM_dissimilarity_wsize=ave,PE_GLCM_energy_wsize=ave,PE_GLCM_correlation_wsize=17
2798.0,SHRIMPLIN,A1 SH,3,0.600732477869,14.8,13.375,3.6,1,0.766,-0.0320143862916,2.49107142857,-0.0633229529046,-0.341276774262,-0.0995390591598,0.126450766303,0.441106289108,0.364678473642,0.323048769955,0.0263062580793,0.0584492845095,3.0,2.625,0.263174611555,-0.234365424198,-0.400834677026,76.11,-0.23838086355,0.950764394085,2.625,2.49107142857,-0.0763641338916,0.5,0.380172658144,0.433153633613,0.383157291656,0.619210537033,0.707106781187,-0.505821186889,0.3186887196,-0.181852551604,0.031865970585,0.113189742553,0.0410993666045,0.161273926825,0.188853261801,0.0600627834973,0.484777311341,0.0539671441511,0.663358797763,0.103246618342,0.18850167284,0.764738014025,0.859667127324,1.0,2.0,0.5,-0.025641025641,1.75,1.5625,0.8125,0.353553390593,0.346858689801,0.681957186544,0.903083700441,0.968521971488,0.988876079594,1.90625,1.671875,0.5,0.256744948831,0.265700483092,0.707106781187,3.5,2.25,0.344694305538,2.49107142857,0.36790953346,0.881744271988
2798.5,SHRIMPLIN,A1 SH,3,0.536264531059,13.3,12.69,3.7,1,0.745,-0.0699695865342,2.64508928571,-0.0771748488525,-0.331796863866,0.170638387131,-0.0632253831515,0.433118230198,0.309450906912,0.386615479231,0.0590501229436,0.125174173666,3.0,2.625,0.267090059821,-0.490795109855,0.720202013936,74.95,-0.309619185568,0.951048719649,2.625,2.64508928571,-0.155452512603,0.5,0.366438731236,0.425619952246,0.352550717481,0.627933761009,0.707106781187,-0.0986141618155,0.3186887196,-0.066416925956,-0.049691490383,0.144815653874,0.0410144205099,0.158104118054,0.185541955928,-0.0416133688894,0.814277060893,0.0325677836998,0.679042613739,0.103246618342,0.223038187154,0.738482432522,0.850465366434,2.0,4.0,0.5,-0.580838323353,2.0,1.5625,0.984375,0.353553390593,0.340517368457,0.666666666667,0.844235695986,0.971830615811,0.98923096886,2.21875,2.11160714286,0.5,0.235932326102,0.0555555555556,0.707106781187,2.5,4.5,0.328787438746,2.64508928571,0.360941045257,0.907154107602
2799.0,SHRIMPLIN,A1 SH,3,0.709380962654,11.3,12.475,3.5,1,0.723,0.139774150459,2.83147321429,-0.0910267448004,0.0,0.308097087876,-0.189676149454,0.418708008655,0.389871925397,0.473813426223,0.161174823156,0.217888545005,2.75,2.75,0.28303449867,0.502067527454,0.563890654575,71.87,-0.392730561255,0.951293885779,2.75,2.83147321429,-0.0531883120136,0.5,0.352862180957,0.418096505008,0.227517849508,0.638101048717,0.707106781187,-0.162859559552,0.293150984989,-0.279015235346,0.0229857885885,0.163510773867,0.0679652715212,0.15370375842,0.234645726462,1.2403071596,0.862184634155,0.0208954052719,0.69080547572,0.1577118146,0.256004734986,0.703035869233,0.84079843561,7.0,4.75,0.5,0.346303501946,2.0,1.625,1.09375,0.353553390593,0.332816982419,0.666666666667,0.885861302772,0.97332810355,0.989559487549,2.5625,2.51004464286,0.707106781187,0.217631066831,-0.227906976744,0.707106781187,5.5,5.0,0.32043911348,2.83147321429,0.347282282416,0.913242009132
2799.5,SHRIMPLIN,A1 SH,3,0.735547851145,13.3,14.93,3.4,1,0.702,0.300836217575,3.04575892857,-0.0831113756873,0.284397311885,-0.0710993279713,-0.189676149454,0.414820714208,0.556544761245,0.487279271179,0.248536152134,0.213012054011,2.75,2.5,0.305801677458,-0.313339572949,0.436430830553,83.42,-0.477161165128,0.951528125165,2.5,3.04575892857,0.172800544079,0.5,0.33946189035,0.410732482128,0.207694430685,0.646291565029,0.707106781187,-0.0178324506586,0.293150984989,-0.119729252944,0.203627385518,0.182361686526,0.11238656938,0.149157109124,0.328494324967,2.28971505501,0.9117164638,0.0286769908905,0.701588099204,0.1577118146,0.298708907541,0.66349526148,0.853060205355,7.5,6.75,0.5,0.165057471264,3.0,1.625,1.171875,0.353553390593,0.327542540069,0.489361702128,0.900071669909,0.974183750949,0.989834269539,2.65625,2.36383928571,0.612372435696,0.204919953884,-0.584541062802,0.707106781187,7.5,4.25,0.316913886429,3.04575892857,0.339765629013,0.925743925744
2800.0,SHRIMPLIN,A1 SH,2,0.756399418517,14.3,16.555,3.2,1,0.681,-0.0869669153384,3.04241071429,-0.138518959479,-0.142198655943,-0.369716505451,-0.189676149454,0.411438696769,0.625634227194,0.449984161375,0.161387950158,0.250252934953,2.75,2.375,0.314432466032,0.143287522606,0.252876309089,90.1,-0.601168614566,0.951726597453,2.375,3.04241071429,-0.517101690606,0.5,0.326259578403,0.403536611567,0.314435923876,0.657957728105,0.707106781187,-0.384178915848,0.293150984989,-0.145661399883,0.366508618454,0.200589428519,0.15356874742,0.14485238978,0.388369403321,2.09845704069,0.940493748698,0.0461855585325,0.71041024569,0.1577118146,0.336029163248,0.612759246646,0.886042106227,6.5,8.0,0.5,0.0191304347826,3.0,1.5625,1.234375,0.353553390593,0.322884713709,0.661971830986,0.90365448505,0.974512298054,0.990099144402,2.65625,2.43303571429,0.612372435696,0.209631372891,0.130434782609,0.707106781187,3.0,4.75,0.313309887086,3.04241071429,0.344118681755,0.925334087534
2800.5,SHRIMPLIN,A1 SH,2,0.677581090675,11.8,15.96,3.1,1,0.638,-0.343247028281,2.58035714286,-0.16028622454,-0.455035699016,-0.0710993279713,-0.0632253831515,0.410466020318,0.470292943882,0.394998627807,0.281295655788,0.314691662933,2.75,2.125,0.314545648835,0.180079881489,-0.0570434061593,78.15,-0.731772204932,0.951916229482,2.125,2.58035714286,0.331209832691,0.5,0.313280275871,0.396671946087,0.401769294749,0.66954032137,0.707106781187,-0.201320765977,0.306186217848,-0.0464762843054,0.37538880045,0.224114121176,0.171476047715,0.144753322745,0.390557613084,1.94969815138,0.972187318607,0.0656395225791,0.718252153678,0.0596094628927,0.349844298791,0.551465749483,0.922249221236,8.5,7.0,0.5,0.605263157895,2.75,1.5,1.328125,0.353553390593,0.321487814648,0.658767772512,0.898418561699,0.973804326255,0.990319428716,2.75,2.75669642857,0.5,0.208463501002,0.672514619883,0.707106781187,2.0,2.25,0.3116962734,2.58035714286,0.361038866773,0.930450423443
2801.0,SHRIMPLIN,A1 SH,2,0.652334254015,9.5,15.12,3.1,1,0.617,-0.241098032845,2.28013392857,-0.0969632716352,-0.284397311885,0.118498879952,-0.0632253831515,0.412040706613,0.178092909551,0.265950946982,0.198317908086,0.331845879265,2.75,2.0,0.318535766826,0.252085748503,0.68682524743,69.3,-0.865014251669,0.952072983372,2.0,2.28013392857,0.220382086593,0.5,0.300552875964,0.389372993574,0.4701729743,0.68073780437,0.707106781187,0.0549989097319,0.330718913883,0.148356057924,0.311591703475,0.25698637383,0.169144297209,0.14569598292,0.384139743204,2.02799183534,0.900646890549,0.083148090221,0.725113823167,0.0596094628927,0.26952736497,0.475549889615,0.95215975768,7.5,6.0,0.5,0.644688644689,2.5,1.5,1.40625,0.353553390593,0.321706536132,0.4,0.882618510158,0.971197905302,0.990446609105,2.8125,2.90178571429,0.5,0.207289049397,0.541565778854,0.707106781187,1.5,1.25,0.327235707047,2.28013392857,0.363511559657,0.930949445129
2801.5,SHRIMPLIN,A1 SH,2,0.712917940665,8.8,15.19,3.0,1,0.596,-0.0896072770944,2.28683035714,-0.073217164296,-0.218037939112,0.0379196415847,-0.126450766303,0.41552650103,0.0209913850683,0.0561742054671,0.0871631866269,0.221922425226,2.5,1.875,0.336456475274,0.698835297912,0.604857932248,63.54,-0.952083311913,0.952143470654,1.875,2.28683035714,0.098905812408,0.5,0.28811076429,0.381934580049,0.34844828879,0.691864312021,0.707106781187,0.408875760463,0.375,0.0841783657726,0.284951157486,0.287911218151,0.159793779491,0.143679851202,0.400580933687,1.67437519657,0.842423539174,0.0987112614583,0.728054538662,0.103246618342,0.207447021144,0.375011807525,0.976709121793,3.5,5.25,0.612372435696,0.491250533504,1.25,1.5,1.421875,0.353553390593,0.318819945662,0.585185185185,0.846605360986,0.965942075727,0.990596101835,2.65625,2.92633928571,0.5,0.207289049397,0.576923076923,0.707106781187,0.5,1.5,0.32408796134,2.28683035714,0.353291779168,0.929590090457
2802.0,SHRIMPLIN,A1 SH,2,0.623670527056,7.2,15.39,2.9,1,0.574,-0.0861418022897,2.23549107143,-0.0633229529046,-0.208558028716,0.0284397311885,-0.126450766303,0.425807744229,-0.0998051652689,-0.0860092750938,0.0839003251922,0.148494735058,1.75,1.75,0.37979974999,-0.698180205774,0.204241815544,63.87,-1.02068317756,0.952152877227,1.75,2.23549107143,0.0763641338916,0.5,0.276875705417,0.374511400444,0.275902853549,0.705721722818,0.707106781187,0.902654060923,0.423895623945,0.242139677216,0.27396777449,0.285029053819,0.145673074132,0.147243267461,0.461166187977,0.520415378771,0.605449349621,0.114274432696,0.729034777161,0.103246618342,0.13908874675,0.325413364171,1.0004143084,3.0,3.5,0.612372435696,0.434210526316,1.0,1.375,1.4375,0.353553390593,0.318242809068,0.666666666667,0.741286381603,0.959727184151,0.990724166659,2.71875,3.09263392857,0.5,0.20009763242,0.587959866221,0.707106781187,1.5,0.75,0.314111377589,2.23549107143,0.361638756515,0.921212121212
2802.5,SHRIMPLIN,A1 SH,2,0.430722148225,6.6,14.885,2.8,1,0.553,-0.119806414679,2.35714285714,-0.0633229529046,-0.161158476735,0.0805792383675,0.0632253831515,0.441126322953,-0.176045610974,-0.173999330613,0.102281008198,0.111916654982,1.25,1.625,0.395753289133,0.549091059101,0.26499707255,58.32,-1.08532535865,0.952154557278,1.625,2.35714285714,-0.0763641338916,0.5,0.267000117041,0.36710437889,0.214036139665,0.716641944036,0.707106781187,1.00388472481,0.475985819116,0.25600759456,0.255740032497,0.262906495161,0.132224665511,0.140340456256,0.513671756955,0.0401295976276,0.4472135955,0.129837603933,0.729034777161,0.103246618342,0.11063048106,0.434740941147,1.02333398443,3.5,2.0,0.5,0.575418994413,1.0,1.3125,1.453125,0.353553390593,0.32669345271,0.666666666667,0.877446808511,0.949517366775,0.990775409618,2.75,3.32366071429,0.5,0.19515618745,0.376271186441,0.707106781187,1.0,1.0,0.321910066411,2.35714285714,0.385892122175,0.893828798938
2803.0,SHRIMPLIN,A1 SH,2,0.51436901592,5.5,14.8,3.0,1,0.532,-0.0387803132913,2.14732142857,-0.0672806374612,-0.0473995519809,0.104279014358,0.126450766303,0.468098530159,-0.262957518775,-0.173141213042,0.0327397907794,0.112906805364,1.25,1.5,0.386295054755,0.4928444566,0.265578494839,56.61,-1.14996753974,0.952154557278,1.5,2.14732142857,0.0,0.612372435696,0.258639771207,0.36710437889,0.109508353459,0.721483679124,0.707106781187,0.943083063228,0.475985819116,0.245448958128,0.212273878514,0.255428447164,0.129145527018,0.212622330495,0.516960696264,0.0613570129004,0.270765180537,0.147346171575,0.729034777161,0.119218925785,0.0993491048212,0.469052449032,1.0492992847,1.0,4.0,0.5,-0.316129032258,0.75,1.1875,1.46875,0.395284707521,0.34932882181,0.661971830986,0.891156462585,0.933851993836,0.990800728669,2.8125,3.35044642857,0.5,0.180872451606,-0.0021978021978,0.707106781187,0.5,1.0,0.332466464939,2.14732142857,0.437883831239,0.838235294118
2803.5,SHRIMPLIN,A1 SH,2,0.626552203966,6.1,14.46,3.0,1,0.511,0.116505962484,1.85267857143,-0.0494710569567,0.0473995519809,0.0568794623771,0.0,0.548621055811,-0.204099454631,-0.157761105813,0.115144952157,0.133939588425,1.0,1.5,0.410078858674,0.689301622843,0.420574140916,55.97,-1.20537512353,0.952137686864,1.5,1.85267857143,0.407847174127,0.790569415042,0.248039185412,0.359714513538,0.0872975707276,0.721609179789,1.0,1.32991413183,0.484122918276,0.162088190704,0.205730586517,0.2484956735,0.141019425624,0.341936939046,0.521467537369,-0.0275163848704,0.225806451613,0.153182360789,0.730995254158,1.11022302463e-16,0.0843005108686,0.470833370649,1.05565318607,4.5,3.25,0.5,0.443929564411,0.5,1.125,1.484375,0.559016994375,0.390914700745,0.5,0.814385150812,0.900549844609,0.990859724578,2.9375,3.125,0.5,0.173992636338,-0.57264957265,1.0,1.0,0.75,0.341258758751,1.85267857143,0.538174064104,0.664122137405
