Depth,Well Name,Formation,Facies,GR_GLCM_energy_asym_wsize=3,GR_GLCM_energy_asym_wsize=5,DeltaPHI,NM_M,GR,GR_GLCM_correlation_asym_wsize=3,GR_GLCM_energy_wsize=5,GR_std_wsize=ave,ILD_log10_GLCM_energy_asym_wsize=3,ILD_log10_GLCM_energy_asym_wsize=5,ILD_log10_GLCM_correlation_asym_wsize=3,ILD_log10_GLCM_correlation_asym_wsize=5,PE_std_wsize=5,ILD_log10_GLCM_correlation_wsize=3,RELPOS,DeltaPHI_GLCM_energy_asym_wsize=3,DeltaPHI_GLCM_energy_asym_wsize=5,DeltaPHI_GLCM_correlation_asym_wsize=3,DeltaPHI_GLCM_correlation_wsize=5,PHIND_GLCM_energy_asym_wsize=3,PHIND_GLCM_energy_asym_wsize=5,PE_GLCM_dissimilarity_wsize=3,PHIND_mean_wsize=3,PHIND_mean_wsize=5,PHIND_mean_wsize=17,PE_skew_wsize=9,PHIND_std_wsize=ave,PE_GLCM_energy_asym_wsize=3,PE_GLCM_energy_asym_wsize=5,PE_GLCM_energy_wsize=3,PE_GLCM_energy_wsize=5,ILD_log10_GLCM_correlation_asym_wsize=ave,PHIND_GLCM_energy_wsize=3,PE_mean_wsize=65,PHIND_GLCM_correlation_asym_wsize=3,PE_GLCM_correlation_asym_wsize=3,PE_std_wsize=129,GR_GLCM_dissimilarity_asym_wsize=3,GR_GLCM_dissimilarity_asym_wsize=9,GR_GLCM_dissimilarity_asym_wsize=ave
2798.0,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,14.8,1,76.11,1.0,0.353553390593,0.217626467856,0.707106781187,0.5,1.0,0.134839972493,0.128954984978,0.0,0.766,0.707106781187,0.5,1.0,0.265700483092,0.707106781187,0.5,2.0,0.031865970585,0.0206021607894,0.133341982192,-0.40249223595,0.231207719612,0.707106781187,0.5,0.5,0.353553390593,0.769761445261,0.5,0.0539671441511,1.0,1.0,0.98164804823,2.0,3.0,2.49107142857
2798.5,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,13.3,1,74.95,-1.0,0.353553390593,0.238725075107,0.707106781187,0.5,-1.0,0.134839972493,0.128954984978,0.0,0.745,0.707106781187,0.5,-1.0,0.0555555555556,0.707106781187,0.5,3.0,-0.049691490383,0.0472427067789,0.148476781539,-0.512951784798,0.23394920907,0.707106781187,0.5,0.5,0.353553390593,0.533677026881,0.5,0.0325677836998,-1.0,-1.0,1.00449817571,3.0,3.0,2.64508928571
2799.0,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,11.3,1,71.87,1.0,0.353553390593,0.279323048762,0.707106781187,0.5,1.0,0.774596669241,0.217554124401,0.0,0.723,0.707106781187,0.5,1.0,-0.227906976744,0.707106781187,0.5,3.0,0.0229857885885,0.112722364553,0.162374403828,-0.169936233839,0.270547345555,0.707106781187,0.5,0.5,0.353553390593,0.914192094234,0.5,0.0208954052719,1.0,1.0,1.01822483406,3.0,2.75,2.83147321429
2799.5,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,13.3,1,83.42,1.0,0.353553390593,0.310793790088,0.707106781187,0.5,1.0,0.956259501617,0.270024945369,0.0,0.702,0.707106781187,0.5,1.0,-0.584541062802,0.707106781187,0.5,4.0,0.203627385518,0.185212692325,0.171941906412,-0.0316348610607,0.301917034179,0.707106781187,0.5,0.5,0.353553390593,0.948272470858,0.5,0.0286769908905,1.0,1.0,1.029867322,4.0,2.75,3.04575892857
2800.0,SHRIMPLIN,A1 SH,2,0.707106781187,0.5,14.3,1,90.1,1.0,0.353553390593,0.313311311084,0.707106781187,0.5,1.0,0.883671794603,0.205458176348,-0.111111111111,0.681,0.707106781187,0.5,1.0,0.130434782609,0.707106781187,0.5,5.0,0.366508618454,0.253356404698,0.183158978408,0.204089833212,0.288709787933,0.707106781187,0.5,0.5,0.395284707521,0.941535699289,0.5,0.0461855585325,1.0,1.0,1.03813875007,5.0,2.75,3.04241071429
2800.5,SHRIMPLIN,A1 SH,2,0.707106781187,0.5,11.8,1,78.15,1.0,0.353553390593,0.348663684751,0.707106781187,0.5,1.0,0.924910560207,0.171526164737,-0.111111111111,0.638,0.707106781187,0.5,1.0,0.672514619883,0.707106781187,0.5,2.0,0.37538880045,0.329492280868,0.19309763411,0.430110995477,0.273640225885,0.707106781187,0.5,0.612372435696,0.395284707521,0.950700492833,0.5,0.0656395225791,1.0,1.0,1.04489929595,2.0,2.75,2.58035714286
2801.0,SHRIMPLIN,A1 SH,2,0.707106781187,0.5,9.5,1,69.3,1.0,0.395284707521,0.347773808801,0.707106781187,0.5,1.0,0.760885910253,0.128954984978,-0.0526315789474,0.617,0.707106781187,0.5,1.0,0.541565778854,0.707106781187,0.5,1.0,0.311591703475,0.342391913663,0.205964275517,0.474540276557,0.265528410127,0.707106781187,0.5,0.612372435696,0.395284707521,0.914597652198,0.612372435696,0.083148090221,1.0,1.0,1.05031811811,1.0,2.75,2.28013392857
2801.5,SHRIMPLIN,A1 SH,2,0.707106781187,0.5,8.8,1,63.54,1.0,0.395284707521,0.324912074936,0.707106781187,0.5,1.0,0.943879807449,0.147465667076,0.0,0.596,0.707106781187,0.5,1.0,0.576923076923,0.707106781187,0.5,2.0,0.284951157486,0.295560638082,0.21169652922,0.580974226131,0.252346136375,0.707106781187,0.5,0.5,0.395284707521,0.925687937761,0.612372435696,0.0987112614583,1.0,1.0,1.05191146651,2.0,2.5,2.28683035714
2802.0,SHRIMPLIN,A1 SH,2,0.707106781187,0.5,7.2,1,63.87,1.0,0.395284707521,0.315816296551,0.707106781187,0.5,1.0,0.134839972493,0.128954984978,0.0,0.574,0.707106781187,0.5,1.0,0.587959866221,0.707106781187,0.5,2.0,0.27396777449,0.263031129294,0.206871538693,-0.220584331157,0.262801993737,0.707106781187,0.5,0.5,0.353553390593,0.784601318812,0.5,0.114274432696,1.0,1.0,1.0523224383,2.0,1.75,2.23549107143
2802.5,SHRIMPLIN,A1 SH,2,0.707106781187,0.5,6.6,1,58.32,-1.0,0.395284707521,0.299215088011,0.707106781187,0.5,-1.0,-0.0909090909091,0.101160613042,0.0,0.553,0.707106781187,0.5,-1.0,0.376271186441,0.707106781187,0.5,3.0,0.255740032497,0.244522960502,0.220727921746,-0.778387875162,0.270186561053,0.707106781187,0.5,0.5,0.395284707521,0.420078047151,0.612372435696,0.129837603933,-1.0,-1.0,1.0523224383,3.0,1.25,2.35714285714
2803.0,SHRIMPLIN,A1 SH,2,0.707106781187,0.612372435696,5.5,1,56.61,1.0,0.353553390593,0.282265483767,0.707106781187,0.612372435696,1.0,0.174077655956,0.101160613042,0.0,0.532,0.707106781187,0.612372435696,1.0,-0.0021978021978,0.707106781187,0.612372435696,2.0,0.212273878514,0.232043967906,0.282916688545,-0.961665222414,0.278532397608,0.707106781187,0.612372435696,0.612372435696,0.559016994375,0.719322663311,0.612372435696,0.147346171575,1.0,1.0,1.0523224383,2.0,1.25,2.14732142857
2803.5,SHRIMPLIN,A1 SH,2,1.0,0.790569415042,6.1,1,55.97,1.0,0.353553390593,0.307441845549,1.0,0.790569415042,1.0,1.0,0.101160613042,-0.333333333333,0.511,1.0,0.790569415042,1.0,-0.57264957265,1.0,0.790569415042,0.0,0.205730586517,0.224893084509,0.378096843567,-1.75,0.296293883642,1.0,0.790569415042,1.0,0.770551750371,0.808498723495,0.707106781187,0.153182360789,1.0,1.0,1.05325885436,0.0,1.0,1.85267857143
2804.0,SHRIMPLIN,A1 SH,2,1.0,1.0,6.0,1,63.67,1.0,0.353553390593,0.32725218909,1.0,1.0,1.0,1.0,0.0,1.0,0.489,1.0,1.0,1.0,-0.166666666667,1.0,1.0,0.0,0.221387749511,0.241578479103,0.449440720598,-1.75,0.31965056145,1.0,1.0,1.0,1.0,0.777929991059,0.5,0.151236964384,1.0,1.0,1.05325885436,0.0,0.75,1.67857142857
2804.5,SHRIMPLIN,A1 SH,2,1.0,1.0,6.8,1,66.2,1.0,0.353553390593,0.328140236524,1.0,1.0,1.0,1.0,0.0,1.0,0.468,1.0,1.0,1.0,-0.276595744681,1.0,1.0,0.0,0.269060305492,0.238073144104,0.46461675918,-2.47487373415,0.32161611293,1.0,1.0,1.0,1.0,0.866144165004,0.5,0.14540077517,1.0,1.0,1.05366656483,0.0,0.5,1.59486607143
2805.0,SHRIMPLIN,A1 SH,2,1.0,1.0,6.1,1,61.27,1.0,0.353553390593,0.351497043173,1.0,1.0,1.0,1.0,0.0,-0.333333333333,0.447,1.0,1.0,1.0,0.24,1.0,1.0,0.0,0.265788659493,0.214937933113,0.446925127246,2.47487373415,0.355479600902,1.0,1.0,1.0,1.0,0.865561152534,0.5,0.135673793147,1.0,1.0,1.05366656483,0.0,0.25,1.57142857143
2805.5,SHRIMPLIN,A1 SH,3,1.0,1.0,5.8,1,69.48,1.0,0.353553390593,0.385365074261,1.0,1.0,1.0,1.0,0.0,-0.333333333333,0.404,1.0,1.0,1.0,-0.394285714286,1.0,1.0,0.0,0.195681959521,0.22363116391,0.40007735597,2.47487373415,0.402242553537,1.0,1.0,1.0,1.0,0.71720835898,0.5,0.129837603933,1.0,1.0,1.05407320602,0.0,0.5,1.62388392857
2806.0,SHRIMPLIN,A1 SH,3,1.0,0.790569415042,5.2,1,76.37,1.0,0.353553390593,0.396152204499,1.0,0.790569415042,1.0,1.0,0.0505803065212,-0.333333333333,0.383,1.0,0.790569415042,1.0,0.323699421965,1.0,0.790569415042,0.0,0.175818394529,0.366508618454,0.318134995473,1.33630620956,0.462999313559,1.0,0.790569415042,1.0,0.770551750371,0.741916755528,0.5,0.124001414719,1.0,1.0,1.05639334744,0.0,0.75,1.76116071429
2806.5,SHRIMPLIN,A1 SH,2,0.707106781187,0.612372435696,7.4,1,82.2,1.0,0.353553390593,0.394697349792,0.707106781187,0.612372435696,1.0,-0.333333333333,0.0505803065212,-0.333333333333,0.362,0.707106781187,0.612372435696,1.0,0.646906740536,0.707106781187,0.612372435696,1.0,0.435446873427,0.60585289216,0.234625544035,0.707106781187,0.553328955108,0.707106781187,0.612372435696,0.612372435696,0.612372435696,0.617864115012,0.5,0.12011062191,1.0,1.0,1.06284254903,1.0,0.75,2.27008928571
2807.0,SHRIMPLIN,A1 SH,2,0.707106781187,0.612372435696,11.5,1,90.25,-1.0,0.353553390593,0.384470041236,0.707106781187,0.612372435696,-1.0,-0.57735026919,0.0619479710052,-0.333333333333,0.34,0.707106781187,0.612372435696,-1.0,0.593280282935,0.707106781187,0.612372435696,2.0,0.920585237236,0.855572957462,0.208851021986,0.22360679775,0.585720143636,0.707106781187,0.612372435696,0.707106781187,0.586301969978,0.291064623188,0.5,0.108438243482,-1.0,-1.0,1.07050391893,2.0,0.75,2.60714285714
2807.5,SHRIMPLIN,A1 SH,2,0.707106781187,0.612372435696,14.2,1,94.38,-1.0,0.353553390593,0.400196868522,0.707106781187,0.612372435696,-1.0,-0.57735026919,0.0619479710052,0.0,0.319,0.707106781187,0.612372435696,-1.0,0.113944223108,0.707106781187,0.612372435696,2.0,1.31902498208,0.98905611421,0.2324811038,0.5,0.550594871959,0.707106781187,0.612372435696,0.707106781187,0.586301969978,0.309538018938,0.612372435696,0.094820468649,-1.0,-1.0,1.08095819864,2.0,1.25,2.94084821429
2808.0,SHRIMPLIN,A1 SH,2,0.707106781187,0.612372435696,13.9,1,87.44,1.0,0.353553390593,0.479339602985,0.707106781187,0.612372435696,1.0,-0.333333333333,0.0505803065212,0.0,0.298,0.707106781187,0.612372435696,1.0,0.2,0.707106781187,0.612372435696,1.0,1.23326111911,0.954283191023,0.279370114311,1.34148873614,0.612445181314,0.707106781187,0.612372435696,0.612372435696,0.612372435696,0.697494424011,0.612372435696,0.077311901007,1.0,1.0,1.08114485226,1.0,2.0,2.94419642857
2808.5,SHRIMPLIN,A1 SH,2,1.0,0.612372435696,11.5,1,70.98,1.0,0.353553390593,0.498684539394,1.0,0.612372435696,1.0,0.333333333333,0.0799744866782,-0.0526315789474,0.277,1.0,0.612372435696,1.0,0.665847665848,1.0,0.612372435696,0.0,0.756535559301,0.651702673942,0.306794205771,2.22926852791,0.706908530544,1.0,0.612372435696,1.0,0.559016994375,0.811522046086,0.5,0.0598033333651,1.0,1.0,1.08664201578,0.0,6.125,3.47991071429
2809.0,SHRIMPLIN,A1 SH,2,0.707106781187,0.612372435696,10.3,1,64.72,1.0,0.353553390593,0.488593585241,0.707106781187,0.612372435696,1.0,0.916949300616,0.147465667076,-0.0196078431373,0.255,0.707106781187,0.612372435696,1.0,0.306666666667,0.707106781187,0.612372435696,2.0,0.09566306756,0.125621997348,0.311619196299,1.38139331032,0.72733650481,0.707106781187,0.612372435696,0.612372435696,0.559016994375,0.863649447486,0.5,0.0578579369604,1.0,1.0,1.0990497692,2.0,6.75,4.09933035714
2809.5,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,9.9,1,54.29,1.0,0.353553390593,0.480950166397,0.707106781187,0.5,1.0,0.973334915425,0.721545402232,-0.0196078431373,0.234,0.707106781187,0.5,1.0,0.04,0.707106781187,0.5,5.0,-0.518471624199,-0.38797968665,0.315743119827,1.2405416521,0.69899298255,0.707106781187,0.5,0.5,0.395284707521,0.851374937537,0.5,0.0675849189837,1.0,1.0,1.11275161495,5.0,9.5,6.09151785714
2810.0,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,11.1,1,41.46,1.0,0.353553390593,0.471462366027,0.707106781187,0.5,1.0,0.615544598935,0.730355806797,-0.0196078431373,0.213,0.707106781187,0.5,1.0,0.188405797101,0.707106781187,0.5,19.5,-0.918079814042,-0.574042868377,0.343332168228,1.30062512891,0.628913067349,0.707106781187,0.5,0.5,0.353553390593,0.794611402004,0.612372435696,0.094820468649,1.0,1.0,1.12273301456,19.5,10.25,8.46763392857
2810.5,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,12.1,1,50.93,-1.0,0.353553390593,0.54777703508,0.707106781187,0.5,-1.0,0.105990931086,0.652662373203,-0.0196078431373,0.17,0.707106781187,0.5,-1.0,-0.10460251046,0.707106781187,0.5,20.0,-0.809648118085,-0.46607855042,0.330589244527,1.32364466621,0.662760033501,0.707106781187,0.5,0.5,0.353553390593,0.431404858152,0.612372435696,0.133728396742,-1.0,-1.0,1.12538466492,20.0,10.25,9.3046875
2811.0,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,11.3,1,72.79,1.0,0.353553390593,0.598874939547,0.707106781187,0.5,1.0,0.0631736690867,0.652662373203,-0.0526315789474,0.149,0.707106781187,0.5,1.0,0.134199134199,0.707106781187,0.5,15.5,-0.229632020312,-0.165881661137,0.261719721612,1.3550594426,0.738738753563,0.707106781187,0.5,0.5,0.353553390593,0.698340923411,0.5,0.170690928431,1.0,1.0,1.12478000321,15.5,10.625,8.98325892857
2811.5,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,14.1,1,95.34,1.0,0.353553390593,0.552018351838,0.707106781187,0.5,1.0,0.840558619032,0.694443846805,0.0,0.128,0.707106781187,0.5,1.0,0.361216730038,0.707106781187,0.5,16.0,0.465826443415,0.193485282922,0.132764632898,1.41706413727,0.702778502731,0.707106781187,0.5,0.5,0.395284707521,0.818104410235,0.5,0.207653460119,1.0,1.0,1.1241613405,16.0,10.125,7.90066964286
2812.0,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,15.8,1,102.35,1.0,0.353553390593,0.51452467723,0.707106781187,0.5,1.0,0.851315571392,0.427695300016,-1.0,0.106,0.707106781187,0.5,1.0,0.1,0.707106781187,0.5,4.0,0.760741961299,0.486671502207,-0.0272023607448,1.4389540077,0.600402529027,0.707106781187,0.5,0.612372435696,0.395284707521,0.830930359206,0.5,0.240725198999,1.0,1.0,1.12420322206,4.0,9.375,5.95870535714
2812.5,SHRIMPLIN,A1 SH,3,0.707106781187,0.5,15.5,1,79.7,1.0,0.353553390593,0.52997246978,0.707106781187,0.5,1.0,-0.382359556451,0.138519874236,-0.0526315789474,0.085,0.707106781187,0.5,1.0,-0.6,0.707106781187,0.5,1.5,0.669836940335,0.60501161176,-0.180364880567,1.39226960636,0.565772108038,0.707106781187,0.5,0.612372435696,0.433012701892,0.710464399473,0.5,0.269906145068,1.0,1.0,1.12420322206,1.5,5.875,4.25334821429
2813.0,SHRIMPLIN,A1 SH,3,0.707106781187,0.612372435696,14.0,1,66.69,1.0,0.353553390593,0.494659644806,0.707106781187,0.612372435696,1.0,0.57735026919,0.0619479710052,-0.0526315789474,0.064,0.707106781187,0.612372435696,1.0,-0.0434782608696,0.707106781187,0.612372435696,1.5,0.475174003411,0.614966763156,-0.288411676995,1.01549998772,0.544315106622,0.707106781187,0.612372435696,0.612372435696,0.586301969978,0.762256088468,0.5,0.310759469566,1.0,1.0,1.1241613405,1.5,7.875,4.27566964286
2813.5,SHRIMPLIN,A1 SH,2,1.0,0.612372435696,14.7,1,73.68,1.0,0.353553390593,0.48265318844,1.0,0.612372435696,1.0,0.333333333333,0.12389594201,-1.0,0.043,1.0,0.612372435696,1.0,-0.555555555556,1.0,0.612372435696,0.0,0.472837113412,0.389082975845,-0.358477137733,1.78882456508,0.581496277685,1.0,0.612372435696,1.0,0.559016994375,0.821287987917,0.5,0.353558190469,1.0,1.0,1.12450318518,0.0,6.375,4.00111607143
2814.0,SHRIMPLIN,A1 SH,2,0.707106781187,0.612372435696,17.2,1,71.05,1.0,0.353553390593,0.517118235964,0.707106781187,0.612372435696,1.0,0.984352031021,0.343052329474,-0.257731958763,0.021,0.707106781187,0.612372435696,1.0,0.258145363409,0.707106781187,0.612372435696,2.5,0.303178899479,0.0703779177699,-0.388623018721,1.16732931546,0.66241031427,0.707106781187,0.612372435696,0.612372435696,0.559016994375,0.923418989812,0.5,0.40413849699,1.0,1.0,1.12531806557,2.5,5.625,4.92745535714
2814.5,SHRIMPLIN,A1 LM,8,0.707106781187,0.5,11.6,2,57.02,1.0,0.353553390593,0.526554089848,0.707106781187,0.5,1.0,0.865201751579,0.813226890179,-0.0240963855422,1.0,0.707106781187,0.5,1.0,0.64200913242,0.707106781187,0.5,14.0,-0.130314195351,-0.241596897108,-0.379344190783,0.636754391898,0.726009074091,0.707106781187,0.5,0.5,0.395284707521,0.920116439832,0.5,0.454718803511,1.0,1.0,1.1266919464,14.0,5.75,6.72433035714
2815.0,SHRIMPLIN,A1 LM,8,0.707106781187,0.5,7.3,2,43.29,1.0,0.353553390593,0.499692759077,0.707106781187,0.5,1.0,0.870804594641,1.08069177921,-0.013698630137,0.981,0.707106781187,0.5,1.0,0.696202531646,0.707106781187,0.5,17.5,-0.757769160105,-0.560161741783,-0.363260889025,0.182041296483,0.690613071012,0.707106781187,0.5,0.5,0.353553390593,0.920912910575,0.5,0.495572128009,1.0,1.0,1.12797897231,17.5,5.5,7.20424107143
2815.5,SHRIMPLIN,A1 LM,8,0.707106781187,0.5,5.7,2,36.06,1.0,0.353553390593,0.478287154624,0.707106781187,0.5,1.0,0.980361038162,1.05311550709,-0.00613496932515,0.963,0.707106781187,0.5,1.0,0.558685446009,0.707106781187,0.5,7.0,-1.10690052597,-0.92499700844,-0.386643535427,-0.256993435977,0.593650085118,0.707106781187,0.5,0.5,0.353553390593,0.9421494493,0.612372435696,0.538370848912,1.0,1.0,1.13072539666,7.0,5.5,5.36941964286
2816.0,SHRIMPLIN,A1 LM,8,0.707106781187,0.5,5.1,2,46.0,1.0,0.353553390593,0.531892816644,0.707106781187,0.5,1.0,0.924816675402,0.756171353357,-0.0196078431373,0.944,0.707106781187,0.5,1.0,0.538983050847,0.707106781187,0.5,1.5,-1.18612109694,-1.11554701897,-0.455183144459,-0.726401702964,0.508929306236,0.707106781187,0.5,0.5,0.433012701892,0.929662184716,0.612372435696,0.57922417341,1.0,1.0,1.13252804209,1.5,5.5,3.83370535714
2816.5,SHRIMPLIN,A1 LM,6,0.707106781187,0.5,4.6,2,60.3,-1.0,0.353553390593,0.562570632398,0.707106781187,0.5,-1.0,0.132453235707,0.265245365113,-0.00411522633745,0.926,0.707106781187,0.5,-1.0,0.540229885057,0.707106781187,0.5,1.0,-1.15340463695,-1.15438613075,-0.546115658247,-1.27795096531,0.435813944008,0.707106781187,0.5,0.707106781187,0.467707173347,0.5387536283,0.612372435696,0.622022894312,-1.0,-1.0,1.1350298357,1.0,4.875,3.25558035714
2817.0,SHRIMPLIN,A1 LM,6,0.707106781187,0.612372435696,4.4,2,75.22,1.0,0.395284707521,0.54925697039,0.707106781187,0.612372435696,1.0,-0.333333333333,0.0946270887601,-0.181818181818,0.907,0.707106781187,0.612372435696,1.0,-0.111111111111,0.707106781187,0.612372435696,0.5,-1.12068817696,-1.12101534156,-0.627315712509,-2.01427947331,0.393147172769,0.707106781187,0.612372435696,0.612372435696,0.612372435696,0.739166925585,0.612372435696,0.664821615215,1.0,1.0,1.13661179495,0.5,2.0,2.81808035714
2817.5,SHRIMPLIN,A1 LM,6,1.0,0.790569415042,4.7,2,87.19,1.0,0.559016994375,0.494362523187,1.0,0.790569415042,1.0,1.0,0.101160613042,0.0,0.889,1.0,0.790569415042,1.0,0.371727748691,1.0,0.790569415042,0.0,-1.08446638198,-1.07166022478,-0.692020072661,-1.10338897666,0.397686049963,1.0,0.790569415042,1.0,0.770551750371,0.790643324295,0.5,0.699838750499,1.0,1.0,1.13808940202,0.0,0.875,2.59040178571
