Facies,GR,ILD_log10,DeltaPHI,PHIND,PE,RELPOS,Label_Form_SH_LM
1,60.44,0.371,3.0,13.57,2.9,0.625,1
1,71.83,0.384,5.6,13.74,2.8,0.604,1
1,78.1,0.389,7.1,14.31,2.8,0.583,1
1,82.34,0.386,7.7,14.44,2.7,0.563,1
1,85.94,0.384,7.7,14.25,2.7,0.542,1
1,71.56,0.38,8.2,14.51,2.7,0.521,1
1,69.26,0.373,7.2,15.655,2.7,0.5,1
1,65.79,0.365,6.0,16.385,2.8,0.479,1
1,58.76,0.354,3.5,16.94,2.7,0.45799999999999996,1
1,60.11,0.342,1.3,17.025,2.6,0.43799999999999994,1
1,62.0,0.344,0.3,17.325,2.6,0.41700000000000004,1
1,61.56,0.354,0.6,17.815,2.8,0.396,1
1,58.39,0.36200000000000004,1.3,18.575,2.7,0.375,1
1,62.03,0.36200000000000004,-0.8,18.52,2.6,0.354,1
1,58.92,0.348,-1.6,17.575,2.6,0.33299999999999996,1
1,62.43,0.324,-0.2,16.275,2.6,0.313,1
1,63.32,0.292,4.0,16.375,2.7,0.292,1
1,64.42,0.262,5.9,17.115,2.8,0.271,1
2,63.11,0.243,5.9,18.435,2.8,0.25,1
2,63.11,0.243,5.9,18.435,2.8,0.25,1
2,68.73,0.23600000000000002,4.7,18.565,2.8,0.22899999999999998,1
2,68.82,0.243,3.7,18.135,3.0,0.20800000000000002,1
2,63.27,0.258,3.9,16.665,3.1,0.188,1
2,63.95,0.27899999999999997,5.0,15.155,3.3,0.16699999999999998,1
2,73.72,0.301,7.0,13.77,3.2,0.146,1
2,70.47,0.324,8.1,14.83,2.4,0.125,1
3,78.62,0.354,0.5,24.675,2.1,0.10400000000000001,1
3,81.91,0.39799999999999996,-9.6,35.2,1.9,0.083,1
3,77.68,0.45899999999999996,-6.8,44.645,1.9,0.063,1
3,74.51,0.5379999999999999,-7.4,51.805,2.0,0.042,1
3,66.9,0.605,-13.0,46.795,2.0,0.021,1
6,26.06,0.725,-12.9,16.17,4.4,0.857,2
6,20.73,0.7959999999999999,3.7,4.785,4.1,0.7140000000000001,2
6,18.4,0.8759999999999999,7.6,4.555,3.7,0.5710000000000001,2
6,20.07,0.941,9.7,6.745,3.3,0.429,2
6,20.85,0.903,7.7,9.415,3.4,0.28600000000000003,2
6,24.51,0.809,4.3,11.98,2.5,0.14300000000000002,2
3,37.82,0.722,-0.1,19.085,2.2,1.0,1
3,79.36,0.47,-6.0,35.77,2.4,0.45,1
3,78.41,0.46799999999999997,-6.4,33.73,2.6,0.4,1
3,70.0,0.45299999999999996,-8.4,31.445,2.6,0.35,1
3,67.67,0.43,-9.9,31.45,2.7,0.3,1
3,67.38,0.391,-7.6,30.565,2.6,0.25,1
3,70.08,0.34,-2.9,33.215,2.5,0.2,1
3,72.4,0.29,-0.2,39.915,2.3,0.15,1
3,70.73,0.24100000000000002,-4.0,41.445,2.3,0.1,1
3,65.14,0.193,-1.9,37.005,2.6,0.05,1
7,52.05,0.152,5.9,29.525,2.9,1.0,2
7,30.56,0.121,12.2,27.265,3.0,0.958,2
7,25.47,0.09699999999999999,10.8,27.915,3.0,0.917,2
7,25.34,0.09300000000000001,6.4,27.115,3.0,0.875,2
7,31.3,0.111,3.8,26.515,3.0,0.833,2
7,45.23,0.146,3.6,24.38,3.0,0.792,2
7,53.09,0.196,4.7,22.525,3.0,0.75,2
7,53.66,0.255,2.1,19.515,3.1,0.708,2
7,48.3,0.318,-1.1,16.71,3.4,0.667,2
8,47.58,0.386,-1.3,14.275,4.0,0.625,2
8,44.54,0.456,0.5,12.48,4.2,0.583,2
8,45.57,0.531,1.6,11.42,4.3,0.542,2
8,49.17,0.607,1.0,10.82,4.3,0.5,2
8,58.97,0.68,0.6,10.535,4.4,0.45799999999999996,2
8,78.86,0.7440000000000001,0.7,10.32,4.6,0.41700000000000004,2
8,100.24,0.797,1.4,10.38,4.7,0.375,2
8,97.94,0.8420000000000001,0.8,10.56,4.8,0.33299999999999996,2
8,94.67,0.8809999999999999,-0.5,10.57,4.7,0.292,2
8,78.63,0.914,-1.0,10.18,4.7,0.25,2
8,97.99,0.932,-1.9,9.31,4.7,0.20800000000000002,2
8,130.86,0.9209999999999999,-2.5,8.1,4.9,0.16699999999999998,2
8,167.9,0.883,-0.8,6.22,4.5,0.125,2
8,191.7,0.8220000000000001,4.2,5.195,3.8,0.083,2
3,149.65,0.711,-5.9,24.32,2.3,1.0,1
3,75.83,0.5710000000000001,-9.4,34.61,2.8,0.93,1
3,66.28,0.56,2.5,28.99,2.7,0.912,1
3,69.44,0.5670000000000001,-0.2,27.455,2.6,0.895,1
3,69.67,0.584,-1.6,24.68,2.6,0.877,1
3,72.32,0.609,-2.1,21.265,2.9,0.86,1
3,72.26,0.634,5.3,16.795,3.2,0.8420000000000001,1
3,66.6,0.652,8.9,13.99,3.3,0.825,1
3,66.67,0.659,10.7,14.42,3.2,0.807,1
3,67.49,0.6609999999999999,9.3,15.755,3.2,0.789,1
3,69.17,0.657,6.3,17.91,3.0,0.772,1
3,67.63,0.649,6.3,17.22,3.2,0.754,1
3,74.65,0.639,7.1,16.125,3.1,0.737,1
3,69.34,0.626,6.4,16.405,3.1,0.7190000000000001,1
3,67.71,0.616,3.6,17.57,2.9,0.7020000000000001,1
3,69.85,0.61,2.9,18.53,3.0,0.684,1
3,72.99,0.606,6.6,17.785,3.0,0.667,1
3,72.73,0.605,3.5,21.265,2.8,0.649,1
3,71.24,0.606,-3.0,23.97,2.8,0.632,1
3,65.18,0.607,-1.1,24.32,3.3,0.614,1
3,76.51,0.61,3.1,23.925,3.3,0.596,1
3,72.51,0.615,0.3,27.215,3.1,0.579,1
3,73.66,0.622,-8.0,30.125,2.7,0.561,1
3,72.96,0.627,-12.3,29.985,2.5,0.544,1
3,66.05,0.628,-9.4,26.215,2.8,0.526,1
3,75.61,0.624,-1.1,21.255,3.1,0.509,1
3,68.69,0.621,6.8,16.645,3.3,0.491,1
3,67.49,0.621,5.2,17.925,3.0,0.474,1
3,71.32,0.62,2.0,18.325,2.9,0.456,1
3,69.16,0.616,3.5,16.405,3.1,0.439,1
3,72.18,0.611,5.7,15.525,3.3,0.42100000000000004,1
3,67.16,0.606,4.4,16.48,3.2,0.40399999999999997,1
3,72.36,0.606,1.5,18.61,3.2,0.386,1
3,76.08,0.614,0.8,19.615,3.1,0.368,1
3,75.85,0.626,1.8,21.045,2.9,0.35100000000000003,1
3,72.11,0.633,-3.6,22.505,2.7,0.33299999999999996,1
3,73.8,0.635,-9.0,22.545,2.9,0.316,1
3,71.57,0.636,-5.1,17.625,3.3,0.298,1
3,71.38,0.629,1.0,14.06,3.6,0.281,1
3,72.44,0.622,6.2,14.855,3.1,0.263,1
3,74.87,0.622,5.8,19.845,2.8,0.24600000000000002,1
3,76.01,0.621,-2.7,23.955,2.4,0.228,1
3,76.11,0.618,-9.0,25.4,3.0,0.21100000000000002,1
3,76.47,0.624,-3.5,24.095,3.3,0.193,1
3,70.18,0.628,-5.4,24.15,3.2,0.175,1
3,71.13,0.623,-10.2,24.425,2.9,0.158,1
3,74.62,0.612,-13.2,21.35,2.9,0.14,1
3,75.04,0.597,-3.6,17.66,2.9,0.12300000000000001,1
3,71.03,0.5760000000000001,7.1,16.71,2.5,0.105,1
3,79.47,0.575,-9.8,35.285,2.1,0.08800000000000001,1
3,76.72,0.603,-9.9,51.3,1.8,0.07,1
3,75.01,0.654,-18.3,55.915,1.8,0.053,1
6,19.52,0.7,1.0,9.78,4.6,0.985,2
8,28.87,0.721,8.8,9.73,4.0,0.97,2
8,29.43,0.7809999999999999,9.1,11.93,3.6,0.955,2
8,29.4,0.825,7.9,12.695,3.5,0.94,2
8,31.05,0.8370000000000001,6.4,11.9,3.6,0.925,2
8,35.29,0.818,6.4,10.875,3.7,0.91,2
5,32.75,0.778,3.5,9.39,3.8,0.8959999999999999,2
5,35.61,0.738,3.0,8.16,3.9,0.8809999999999999,2
5,36.27,0.705,5.0,7.4,3.6,0.866,2
5,36.51,0.67,7.7,8.56,3.2,0.851,2
5,35.86,0.633,8.6,10.67,2.9,0.836,2
7,33.77,0.599,8.1,12.535,2.9,0.821,2
7,28.53,0.5670000000000001,7.7,13.935,2.9,0.8059999999999999,2
7,29.12,0.539,6.0,14.68,2.9,0.7909999999999999,2
7,29.54,0.519,4.2,14.81,2.8,0.7759999999999999,2
7,29.95,0.516,2.4,13.68,2.8,0.7609999999999999,2
7,29.36,0.529,1.7,12.36,3.0,0.746,2
7,34.62,0.5579999999999999,1.9,10.51,3.3,0.731,2
7,32.74,0.605,2.0,9.08,3.3,0.716,2
6,38.04,0.6659999999999999,1.7,8.405,3.2,0.701,2
6,39.18,0.728,1.5,8.235,3.2,0.687,2
6,39.55,0.792,1.9,8.035,3.3,0.672,2
6,37.83,0.846,2.3,7.68,3.4,0.657,2
6,35.09,0.884,2.8,7.775,3.4,0.642,2
6,38.17,0.905,3.8,7.92,3.6,0.627,2
6,37.4,0.9129999999999999,3.9,8.16,3.3,0.612,2
6,36.2,0.9129999999999999,2.6,8.54,3.4,0.597,2
6,38.73,0.91,2.4,8.6,3.4,0.5820000000000001,2
6,36.86,0.9079999999999999,1.9,8.9,3.5,0.5670000000000001,2
6,38.24,0.905,2.0,8.845,3.4,0.552,2
6,36.1,0.9009999999999999,1.6,8.5,3.4,0.537,2
6,38.5,0.897,2.6,8.25,3.3,0.522,2
6,35.87,0.89,3.0,8.42,3.4,0.507,2
6,37.2,0.884,3.6,8.495,3.3,0.493,2
6,39.89,0.88,3.1,8.695,3.6,0.478,2
6,40.73,0.8759999999999999,2.9,8.505,3.7,0.46299999999999997,2
6,41.81,0.873,2.0,8.845,3.7,0.44799999999999995,2
6,44.47,0.872,1.9,8.74,3.5,0.433,2
6,43.87,0.87,1.9,8.715,3.4,0.418,2
6,47.4,0.872,2.4,8.375,3.5,0.40299999999999997,2
6,48.75,0.875,2.6,8.47,3.6,0.38799999999999996,2
6,53.77,0.877,3.1,8.2,3.6,0.373,2
6,65.61,0.88,3.2,8.555,3.7,0.358,2
5,79.98,0.884,3.0,8.435,3.8,0.34299999999999997,2
5,115.6,0.885,3.6,8.76,3.9,0.32799999999999996,2
5,201.75,0.887,3.9,8.645,4.1,0.313,2
5,242.75,0.889,4.9,8.42,4.1,0.299,2
5,238.02,0.893,5.1,8.515,4.3,0.284,2
5,215.23,0.899,5.7,8.31,4.2,0.26899999999999996,2
5,168.12,0.907,5.6,8.545,4.2,0.254,2
5,124.8,0.919,5.2,8.855,3.9,0.239,2
5,102.74,0.932,4.6,8.915,4.0,0.22399999999999998,2
5,102.74,0.932,4.6,8.915,4.0,0.22399999999999998,2
5,81.37,0.941,4.3,8.86,4.1,0.209,2
5,70.46,0.943,4.2,8.675,4.2,0.19399999999999998,2
5,67.29,0.943,4.9,9.365,4.1,0.179,2
5,67.61,0.9390000000000001,5.6,9.555,4.1,0.16399999999999998,2
4,68.63,0.941,5.8,9.585,4.1,0.149,2
4,68.45,0.9570000000000001,6.9,9.95,4.3,0.134,2
4,73.25,0.996,8.4,10.39,4.4,0.11900000000000001,2
4,73.21,1.0390000000000001,7.7,9.95,4.5,0.10400000000000001,2
8,76.24,1.084,4.0,7.9,4.6,0.09,2
8,52.57,1.1179999999999999,-0.4,5.215,4.8,0.075,2
8,32.84,1.12,-2.2,3.455,5.1,0.06,2
8,25.16,1.112,-1.6,2.89,4.8,0.045,2
8,25.16,1.112,-1.6,2.89,4.8,0.03,2
4,26.22,1.092,-0.4,3.4,4.5,0.03,2
4,65.36,1.026,1.6,4.715,4.5,0.015,2
